edge_number,actual_edge_time_s,ideal_edge_time_s,tie_s,tie_ns
50,7.243005989858302e-05,7.242966479228644e-05,3.951062965877842e-10,0.3951062965877842
51,7.245862070463952e-05,7.24582349964495e-05,3.8570819002722966e-10,0.38570819002722967
52,7.248718218468022e-05,7.248680520061256e-05,3.7698406766412054e-10,0.37698406766412057
53,7.251574432799713e-05,7.251537540477563e-05,3.6892322149767303e-10,0.36892322149767304
54,7.254430705903357e-05,7.254394560893869e-05,3.6145009488794943e-10,0.36145009488794944
55,7.257287035346318e-05,7.257251581310175e-05,3.5454036142817535e-10,0.35454036142817535
56,7.260143415705557e-05,7.260108601726482e-05,3.4813979074869843e-10,0.34813979074869844
57,7.262999843934772e-05,7.262965622142789e-05,3.4221791983134296e-10,0.342217919831343
58,7.265856318237752e-05,7.265822642559094e-05,3.3675678657674463e-10,0.3367567865767446
59,7.268712834448924e-05,7.268679662975401e-05,3.317147352327051e-10,0.3317147352327051
60,7.27156938911726e-05,7.271536683391708e-05,3.270572555221015e-10,0.3270572555221015
61,7.274425982397908e-05,7.274393703808015e-05,3.2278589893824256e-10,0.32278589893824255
62,7.277282607091881e-05,7.27725072422432e-05,3.188286756088401e-10,0.3188286756088401
63,7.280139265510145e-05,7.280107744640627e-05,3.152086951812279e-10,0.3152086951812279
64,7.282995954418933e-05,7.282964765056934e-05,3.118936199974639e-10,0.3118936199974639
65,7.28585266931899e-05,7.285821785473241e-05,3.0883845749698115e-10,0.30883845749698113
66,7.288709411668346e-05,7.288678805889546e-05,3.0605778800349015e-10,0.30605778800349015
67,7.291566179404569e-05,7.291535826305853e-05,3.0353098715919206e-10,0.3035309871591921
68,7.294422969615957e-05,7.29439284672216e-05,3.012289379693558e-10,0.3012289379693558
69,7.297279779298637e-05,7.297249867138465e-05,2.9912160171832585e-10,0.29912160171832586
70,7.300136612485091e-05,7.300106887554772e-05,2.972493031917136e-10,0.2972493031917136
71,7.30299090655312e-05,7.302963907971079e-05,2.6998582040632767e-10,0.2699858204063277
72,7.305845174064053e-05,7.305820928387386e-05,2.424567666762577e-10,0.2424567666762577
73,7.308699739045134e-05,7.308677948803691e-05,2.179024144317581e-10,0.2179024144317581
74,7.311554538998837e-05,7.311534969219998e-05,1.9569778839513575e-10,0.19569778839513574
75,7.314409533720836e-05,7.314391989636305e-05,1.754408453131008e-10,0.1754408453131008
76,7.317264695327282e-05,7.317249010052612e-05,1.5685274670990667e-10,0.15685274670990668
77,7.320120003553452e-05,7.320106030468917e-05,1.397308453468286e-10,0.13973084534682859
78,7.32297543961732e-05,7.322963050885224e-05,1.2388732096484655e-10,0.12388732096484656
79,7.325830994437093e-05,7.325820071301531e-05,1.0923135562648031e-10,0.10923135562648031
80,7.328686650656004e-05,7.328677091717836e-05,9.558938168276124e-11,0.09558938168276124
81,7.331542403730939e-05,7.331534112134143e-05,8.291596795913346e-11,0.08291596795913346
82,7.334398244346632e-05,7.33439113255045e-05,7.111796182426357e-11,0.07111796182426358
83,7.337254164193081e-05,7.337248152966757e-05,6.011226324738871e-11,0.06011226324738871
84,7.340110156683952e-05,7.340105173383062e-05,4.983300889809429e-11,0.04983300889809429
85,7.34296621607542e-05,7.342962193799369e-05,4.022276050999757e-11,0.04022276050999757
86,7.345822337558668e-05,7.345819214215676e-05,3.123342992204121e-11,0.031233429922041207
87,7.348678515425668e-05,7.348676234631983e-05,2.2807936857847294e-11,0.022807936857847294
88,7.351534748632462e-05,7.351533255048288e-05,1.4935841737984873e-11,0.014935841737984873
89,7.354391030909423e-05,7.354390275464595e-05,7.55444828145288e-12,0.00755444828145288
90,7.357247356275865e-05,7.357247295880902e-05,6.039496331449804e-13,0.0006039496331449803
91,7.360103725234379e-05,7.360104316297209e-05,-5.91062829290058e-12,-0.00591062829290058
92,7.362960134111737e-05,7.362961336713514e-05,-1.2026017764844105e-11,-0.012026017764844105
93,7.365816578163704e-05,7.365818357129821e-05,-1.7789661165823943e-11,-0.017789661165823943
94,7.368673057487538e-05,7.368675377546128e-05,-2.320058589872874e-11,-0.02320058589872874
95,7.371529566597178e-05,7.371532397962433e-05,-2.831365255282868e-11,-0.02831365255282868
96,7.374386106727574e-05,7.37438941837874e-05,-3.311651165880334e-11,-0.03311651165880334
97,7.377242672493413e-05,7.377246438795047e-05,-3.7663016338159175e-11,-0.037663016338159175
98,7.38009926502045e-05,7.380103459211354e-05,-4.19419090351362e-11,-0.0419419090351362
99,7.382955880880344e-05,7.382960479627659e-05,-4.598747314400025e-11,-0.04598747314400025
100,7.385812518721342e-05,7.385817500043966e-05,-4.981322623993986e-11,-0.04981322623993986
101,7.388669177557007e-05,7.388674520460273e-05,-5.342903265181832e-11,-0.05342903265181832
102,7.391525854889775e-05,7.39153154087658e-05,-5.685986804732848e-11,-0.05685986804732848
103,7.394382550008607e-05,7.394388561292885e-05,-6.01128427733953e-11,-0.0601128427733953
104,7.397239262746959e-05,7.397245581709192e-05,-6.318962232718604e-11,-0.06318962232718603
105,7.400095991979675e-05,7.400102602125499e-05,-6.61014582335861e-11,-0.0661014582335861
106,7.402950591322473e-05,7.402959622541804e-05,-9.031219330777792e-11,-0.09031219330777791
107,7.405805190778234e-05,7.405816642958111e-05,-1.1452179876527876e-10,-0.11452179876527875
108,7.40866006580849e-05,7.408673663374418e-05,-1.3597565927684901e-10,-0.13597565927684901
109,7.411515151826833e-05,7.411530683790725e-05,-1.553196389148905e-10,-0.1553196389148905
110,7.414370410918339e-05,7.41438770420703e-05,-1.7293288690606636e-10,-0.17293288690606637
111,7.4172258179769e-05,7.417244724623337e-05,-1.890664643715964e-10,-0.18906646437159638
112,7.42008135167193e-05,7.420101745039644e-05,-2.0393367713847516e-10,-0.20393367713847516
113,7.422936997931731e-05,7.42295876545595e-05,-2.1767524219391884e-10,-0.21767524219391884
114,7.425792740714547e-05,7.425815785872256e-05,-2.3045157708848138e-10,-0.23045157708848138
115,7.42864857299158e-05,7.428672806288563e-05,-2.4233296982230085e-10,-0.24233296982230085
116,7.431504485766893e-05,7.43152982670487e-05,-2.534093797667096e-10,-0.25340937976670963
117,7.43436046998165e-05,7.434386847121176e-05,-2.6377139526582537e-10,-0.2637713952658254
118,7.43721652035597e-05,7.437243867537482e-05,-2.7347181512230445e-10,-0.27347181512230445
119,7.440072630634348e-05,7.440100887953789e-05,-2.8257319439981497e-10,-0.282573194399815
120,7.442928795493396e-05,7.442957908370096e-05,-2.911287669913451e-10,-0.2911287669913451
121,7.445785011442174e-05,7.445814928786401e-05,-2.9917344226883744e-10,-0.29917344226883746
122,7.44864127146236e-05,7.448671949202708e-05,-3.067774034713952e-10,-0.3067774034713952
123,7.451497574222145e-05,7.451528969619015e-05,-3.1395396869455973e-10,-0.3139539686945597
124,7.454353916834243e-05,7.454385990035321e-05,-3.2073201078428535e-10,-0.32073201078428537
125,7.457210294260193e-05,7.457243010451627e-05,-3.2716191433669843e-10,-0.32716191433669845
126,7.460066704309789e-05,7.460100030867934e-05,-3.332655814418581e-10,-0.3332655814418581
127,7.462923147335346e-05,7.46295705128424e-05,-3.390394889441473e-10,-0.33903948894414726
128,7.465779616297585e-05,7.465814071700547e-05,-3.445540296182915e-10,-0.34455402961829146
129,7.468636112978716e-05,7.468671092116853e-05,-3.4979138136253194e-10,-0.34979138136253196
130,7.471492631704902e-05,7.47152811253316e-05,-3.548082825771965e-10,-0.3548082825771965
131,7.474349174702594e-05,7.474385132949466e-05,-3.595824687234398e-10,-0.3595824687234398
132,7.477205736763089e-05,7.477242153365773e-05,-3.641660268387445e-10,-0.3641660268387445
133,7.480062318610418e-05,7.480099173782079e-05,-3.685517166074502e-10,-0.3685517166074502
134,7.482918919086822e-05,7.482956194198386e-05,-3.727511156282456e-10,-0.37275111562824564
135,7.4857755339925e-05,7.485813214614692e-05,-3.7680622192240246e-10,-0.3768062219224025
136,7.488632165881555e-05,7.488670235030998e-05,-3.8069149442434743e-10,-0.3806914944243474
137,7.491488810406396e-05,7.491527255447305e-05,-3.844504090855436e-10,-0.38445040908554357
138,7.494345468101334e-05,7.494384275863612e-05,-3.880776227679495e-10,-0.3880776227679495
139,7.497202139246599e-05,7.497241296279918e-05,-3.9157033318842014e-10,-0.39157033318842016
140,7.500058815114627e-05,7.500098316696224e-05,-3.950158159655452e-10,-0.3950158159655452
141,7.502913760533915e-05,7.50295533711253e-05,-4.157657861483877e-10,-0.4157657861483877
142,7.505768725584616e-05,7.505812357528837e-05,-4.363194422155505e-10,-0.4363194422155505
143,7.508623945798523e-05,7.508669377945144e-05,-4.5432146621355683e-10,-0.45432146621355685
144,7.51147935528631e-05,7.51152639836145e-05,-4.704307513975759e-10,-0.47043075139757584
145,7.5143349196853e-05,7.514383418777757e-05,-4.849909245602097e-10,-0.48499092456020965
146,7.517190610145448e-05,7.517240439194063e-05,-4.982904861532851e-10,-0.49829048615328514
147,7.520046410411732e-05,7.520097459610369e-05,-5.10491986366582e-10,-0.510491986366582
148,7.522902304817384e-05,7.522954480026676e-05,-5.21752092915468e-10,-0.521752092915468
149,7.525758281778603e-05,7.525811500442982e-05,-5.321866437896425e-10,-0.5321866437896425
150,7.528614331659055e-05,7.528668520859289e-05,-5.41892002336095e-10,-0.541892002336095
151,7.531470446509351e-05,7.531525541275595e-05,-5.509476624342951e-10,-0.550947662434295
152,7.534326619749089e-05,7.534382561691902e-05,-5.594194281223509e-10,-0.5594194281223509
153,7.53718284602715e-05,7.537239582108208e-05,-5.673608105779563e-10,-0.5673608105779564
154,7.540039119156044e-05,7.540096602524515e-05,-5.74833684704099e-10,-0.574833684704099
155,7.542895433873626e-05,7.54295362294082e-05,-5.818906719415125e-10,-0.5818906719415124
156,7.545751788558612e-05,7.545810643357127e-05,-5.885479851513284e-10,-0.5885479851513283
157,7.5486081787e-05,7.548667663773434e-05,-5.948507343403141e-10,-0.5948507343403141
158,7.551464599879838e-05,7.55152468418974e-05,-6.008430990122749e-10,-0.600843099012275
159,7.554321051737146e-05,7.554381704606047e-05,-6.065286890047916e-10,-0.6065286890047916
160,7.55717752789908e-05,7.557238725022353e-05,-6.119712327322284e-10,-0.6119712327322284
161,7.560034031240907e-05,7.56009574543866e-05,-6.171419775324418e-10,-0.6171419775324418
162,7.562890554405593e-05,7.562952765854966e-05,-6.221144937192267e-10,-0.6221144937192268
163,7.56574709970494e-05,7.565809786271272e-05,-6.268656633239978e-10,-0.6268656633239978
164,7.568603661720118e-05,7.568666806687579e-05,-6.314496746087055e-10,-0.6314496746087055
165,7.571460242158263e-05,7.571523827103886e-05,-6.358494562273855e-10,-0.6358494562273854
166,7.574316837721396e-05,7.574380847520192e-05,-6.400979879567163e-10,-0.6400979879567162
167,7.577173447030745e-05,7.577237867936498e-05,-6.442090575279628e-10,-0.6442090575279629
168,7.580030071523583e-05,7.580094888352805e-05,-6.481682922150256e-10,-0.6481682922150256
169,7.582886705128885e-05,7.582951908769112e-05,-6.520364022709185e-10,-0.6520364022709185
170,7.585743350841764e-05,7.585808929185418e-05,-6.557834365293117e-10,-0.6557834365293117
171,7.588600008029337e-05,7.588665949601724e-05,-6.59415723871309e-10,-0.659415723871309
172,7.591456671468358e-05,7.591522970018031e-05,-6.629854967259046e-10,-0.6629854967259046
173,7.594313344768392e-05,7.594379990434337e-05,-6.664566594413487e-10,-0.6664566594413487
174,7.597170026946097e-05,7.597237010850643e-05,-6.698390454602952e-10,-0.6698390454602953
175,7.6000267116451e-05,7.60009403126695e-05,-6.731962184932459e-10,-0.6731962184932458
176,7.602881979883575e-05,7.602951051683257e-05,-6.907179968194631e-10,-0.6907179968194631
177,7.605737292415868e-05,7.605808072099563e-05,-7.077968369384091e-10,-0.7077968369384091
178,7.608592840130107e-05,7.60866509251587e-05,-7.22523857621001e-10,-0.722523857621001
179,7.61144856103872e-05,7.611522112932176e-05,-7.35518934559356e-10,-0.735518934559356
180,7.614304418041697e-05,7.614379133348483e-05,-7.471530678591109e-10,-0.7471530678591108
181,7.617160386150981e-05,7.617236153764788e-05,-7.576761380672923e-10,-0.7576761380672923
182,7.620016447863106e-05,7.620093174181095e-05,-7.672631798939335e-10,-0.7672631798939336
183,7.622872589214964e-05,7.622950194597402e-05,-7.760538243758023e-10,-0.7760538243758023
184,7.625728799787198e-05,7.625807215013709e-05,-7.841522651035029e-10,-0.7841522651035029
185,7.628585070277372e-05,7.628664235430014e-05,-7.916515264201468e-10,-0.7916515264201468
186,7.631441392315117e-05,7.631521255846321e-05,-7.986353120402665e-10,-0.7986353120402665
187,7.63429776137541e-05,7.634378276262628e-05,-8.051488721715226e-10,-0.8051488721715226
188,7.637154171918233e-05,7.637235296678933e-05,-8.112476069970541e-10,-0.8112476069970541
189,7.640010617881819e-05,7.64009231709524e-05,-8.169921342061146e-10,-0.8169921342061146
190,7.642867098166549e-05,7.642949337511547e-05,-8.223934499804253e-10,-0.8223934499804253
191,7.645723605529795e-05,7.645806357927854e-05,-8.275239805836489e-10,-0.827523980583649
192,7.648580140661323e-05,7.64866337834416e-05,-8.323768283622216e-10,-0.8323768283622216
193,7.651436698003209e-05,7.651520398760466e-05,-8.370075725688236e-10,-0.8370075725688235
194,7.654293277042591e-05,7.654377419176773e-05,-8.414213418185439e-10,-0.8414213418185439
195,7.657149875145985e-05,7.65723443959308e-05,-8.456444709484714e-10,-0.8456444709484714
196,7.660006489566784e-05,7.660091460009385e-05,-8.49704426011584e-10,-0.849704426011584
197,7.662863120332463e-05,7.662948480425692e-05,-8.536009322846038e-10,-0.8536009322846038
198,7.665719762980686e-05,7.665805500841999e-05,-8.57378613130153e-10,-0.857378613130153
199,7.668576418903878e-05,7.668662521258304e-05,-8.61023544261703e-10,-0.861023544261703
200,7.671433086712951e-05,7.671519541674611e-05,-8.645496165994605e-10,-0.8645496165994605
201,7.674289762720015e-05,7.674376562090918e-05,-8.679937090228247e-10,-0.8679937090228247
202,7.677146448018688e-05,7.677233582507225e-05,-8.713448853606644e-10,-0.8713448853606643
203,7.68000314285219e-05,7.68009060292353e-05,-8.74600713395141e-10,-0.874600713395141
204,7.682859843046476e-05,7.682947623339837e-05,-8.778029336088528e-10,-0.8778029336088528
205,7.685716549282155e-05,7.685804643756144e-05,-8.809447398820042e-10,-0.8809447398820042
206,7.688573262488435e-05,7.688661664172451e-05,-8.840168401547438e-10,-0.8840168401547438
207,7.691429981042905e-05,7.691518684588756e-05,-8.870354585096957e-10,-0.8870354585096957
208,7.69428670162809e-05,7.694375705005063e-05,-8.900337697308519e-10,-0.8900337697308519
209,7.697143427852112e-05,7.69723272542137e-05,-8.929756925727991e-10,-0.8929756925727991
210,7.70000015728933e-05,7.700089745837675e-05,-8.958854834435089e-10,-0.8958854834435088
211,7.702855731102188e-05,7.702946766253982e-05,-9.10351517933591e-10,-0.9103515179335909
212,7.705711375265942e-05,7.705803786670289e-05,-9.241140434630595e-10,-0.9241140434630595
213,7.70856724003804e-05,7.708660807086596e-05,-9.35670485559192e-10,-0.935670485559192
214,7.711423261168124e-05,7.711517827502901e-05,-9.456633477690991e-10,-0.9456633477690991
215,7.714279403121593e-05,7.714374847919208e-05,-9.54447976148638e-10,-0.954447976148638
216,7.717135643459458e-05,7.717231868335515e-05,-9.622487605675581e-10,-0.9622487605675581
217,7.719991963794921e-05,7.720088888751822e-05,-9.692495690020425e-10,-0.9692495690020424
218,7.722848351288344e-05,7.722945909168127e-05,-9.755787978233171e-10,-0.9755787978233171
219,7.725704795982789e-05,7.725802929584434e-05,-9.813360164455107e-10,-0.9813360164455107
220,7.728561288951739e-05,7.728659950000741e-05,-9.86610490011752e-10,-0.986610490011752
221,7.73141782424655e-05,7.731516970417048e-05,-9.914617049683004e-10,-0.9914617049683004
222,7.734274395537164e-05,7.734373990833353e-05,-9.959529618897903e-10,-0.9959529618897903
223,7.73713099976093e-05,7.73723101124966e-05,-1.000114887292085e-09,-1.0001148872920849
224,7.7399876284816e-05,7.740088031665967e-05,-1.0040318436645094e-09,-1.0040318436645095
225,7.742844283321661e-05,7.742945052082272e-05,-1.0076876061112878e-09,-1.0076876061112878
226,7.745700959330094e-05,7.745802072498579e-05,-1.0111316848465995e-09,-1.0111316848465994
227,7.748557651926612e-05,7.748659092914886e-05,-1.0144098827366101e-09,-1.0144098827366101
228,7.751414362365869e-05,7.751516113331193e-05,-1.0175096532311493e-09,-1.0175096532311492
229,7.754271087280516e-05,7.754373133747498e-05,-1.0204646698201032e-09,-1.0204646698201032
230,7.757127822509184e-05,7.757230154163805e-05,-1.0233165462021786e-09,-1.0233165462021785
231,7.759984569061236e-05,7.760087174580112e-05,-1.026055188753305e-09,-1.026055188753305
232,7.762841325260356e-05,7.762944194996419e-05,-1.0286973606214269e-09,-1.028697360621427
233,7.7656980901962e-05,7.765801215412724e-05,-1.031252165242323e-09,-1.031252165242323
234,7.768554860638741e-05,7.768658235829031e-05,-1.0337519028960653e-09,-1.0337519028960653
235,7.771411636943959e-05,7.771515256245338e-05,-1.0361930137810034e-09,-1.0361930137810034
236,7.774268419143384e-05,7.774372276661644e-05,-1.038575182597593e-09,-1.038575182597593
237,7.77712520567686e-05,7.77722929707795e-05,-1.0409140108931234e-09,-1.0409140108931234
238,7.779981996251015e-05,7.780086317494257e-05,-1.0432124324102532e-09,-1.0432124324102532
239,7.782838788006402e-05,7.782943337910564e-05,-1.0454990416124763e-09,-1.0454990416124763
240,7.785695583142321e-05,7.785800358326869e-05,-1.0477518454722766e-09,-1.0477518454722765
241,7.788552380312978e-05,7.788657378743176e-05,-1.0499843019743805e-09,-1.0499843019743804
242,7.791409179204254e-05,7.791514399159483e-05,-1.0521995522828748e-09,-1.0521995522828749
243,7.79426597933306e-05,7.79437141957579e-05,-1.0544024272909319e-09,-1.0544024272909318
244,7.797122778496158e-05,7.797228439992095e-05,-1.0566149593690544e-09,-1.0566149593690544
245,7.799979579123141e-05,7.800085460408402e-05,-1.0588128526036542e-09,-1.0588128526036542
246,7.802835301096981e-05,7.802942480824709e-05,-1.0717972772692171e-09,-1.071797277269217
247,7.805691163817821e-05,7.805799501241015e-05,-1.0833742319419045e-09,-1.0833742319419044
248,7.808547268648809e-05,7.808656521657321e-05,-1.0925300851144278e-09,-1.0925300851144277
249,7.811403539444367e-05,7.811513542073628e-05,-1.10002629259947e-09,-1.1000262925994702
250,7.814259932514648e-05,7.814370562489935e-05,-1.1062997528663652e-09,-1.1062997528663652
251,7.817116417694063e-05,7.81722758290624e-05,-1.111652121764393e-09,-1.1116521217643929
252,7.819972980189813e-05,7.820084603322547e-05,-1.1162313273365236e-09,-1.1162313273365236
253,7.822829600556855e-05,7.822941623738854e-05,-1.1202318199820076e-09,-1.1202318199820076
254,7.825686272952769e-05,7.82579864415516e-05,-1.1237120239135782e-09,-1.123712023913578
255,7.828542987459005e-05,7.828655664571466e-05,-1.1267711246022696e-09,-1.1267711246022696
256,7.83139973492442e-05,7.831512684987773e-05,-1.1295006335225869e-09,-1.1295006335225868
257,7.834256512829269e-05,7.83436970540408e-05,-1.1319257481022247e-09,-1.1319257481022247
258,7.837113315055883e-05,7.837226725820386e-05,-1.1341076450315241e-09,-1.1341076450315242
259,7.839970139218823e-05,7.840083746236692e-05,-1.1360701786827388e-09,-1.1360701786827387
260,7.842826980305842e-05,7.842940766652999e-05,-1.1378634715596724e-09,-1.1378634715596725
261,7.84568383513528e-05,7.845797787069305e-05,-1.1395193402527028e-09,-1.1395193402527029
262,7.848540702488913e-05,7.848654807485611e-05,-1.1410499669794129e-09,-1.141049966979413
263,7.851397580490746e-05,7.851511827901918e-05,-1.1424741117170981e-09,-1.142474111717098
264,7.854254466757819e-05,7.854368848318225e-05,-1.14381560405044e-09,-1.14381560405044
265,7.85711136047138e-05,7.857225868734531e-05,-1.1450826315083267e-09,-1.1450826315083267
266,7.859968259739785e-05,7.860082889150837e-05,-1.1462941105184275e-09,-1.1462941105184274
267,7.86282516326127e-05,7.862939909567144e-05,-1.147463058730309e-09,-1.147463058730309
268,7.865682070417923e-05,7.86579692998345e-05,-1.1485956552696505e-09,-1.1485956552696504
269,7.868538979238456e-05,7.868653950399757e-05,-1.1497116130054841e-09,-1.149711613005484
270,7.871395889616264e-05,7.871510970816063e-05,-1.1508119979795962e-09,-1.150811997979596
271,7.874252800646353e-05,7.87436799123237e-05,-1.1519058601630455e-09,-1.1519058601630456
272,7.877109712425423e-05,7.877225011648676e-05,-1.1529922325288096e-09,-1.1529922325288096
273,7.87996662436872e-05,7.880082032064982e-05,-1.1540769626128854e-09,-1.1540769626128855
274,7.882823535408918e-05,7.882939052481289e-05,-1.1551707237080347e-09,-1.1551707237080346
275,7.885680446084458e-05,7.885796072897595e-05,-1.1562681313681134e-09,-1.1562681313681133
276,7.888537355020722e-05,7.888653093313902e-05,-1.1573829317994431e-09,-1.157382931799443
277,7.891394262555e-05,7.891510113730209e-05,-1.1585117520897228e-09,-1.1585117520897228
278,7.89425116776441e-05,7.894367134146515e-05,-1.1596638210356073e-09,-1.1596638210356074
279,7.897108072064406e-05,7.897224154562821e-05,-1.160824984147342e-09,-1.160824984147342
280,7.899964973209994e-05,7.900081174979128e-05,-1.1620176913352384e-09,-1.1620176913352385
281,7.902820847298932e-05,7.902938195395434e-05,-1.1734809650113434e-09,-1.1734809650113434
282,7.90567692462811e-05,7.90579521581174e-05,-1.1829118362970757e-09,-1.1829118362970756
283,7.908533264643758e-05,7.908652236228047e-05,-1.189715842887533e-09,-1.189715842887533
284,7.911389772071008e-05,7.911509256644354e-05,-1.1948457334591091e-09,-1.1948457334591092
285,7.914246399595298e-05,7.91436627706066e-05,-1.1987746536094837e-09,-1.1987746536094837
286,7.917103118554406e-05,7.917223297476966e-05,-1.2017892255999551e-09,-1.2017892255999552
287,7.919959906078535e-05,7.920080317893273e-05,-1.2041181473776052e-09,-1.2041181473776053
288,7.922816748006823e-05,7.92293733830958e-05,-1.2059030275639643e-09,-1.2059030275639642
289,7.925673634986071e-05,7.925794358725886e-05,-1.2072373981391533e-09,-1.2072373981391533
290,7.928530558179817e-05,7.928651379142192e-05,-1.2082096237486341e-09,-1.2082096237486342
291,7.931387510148745e-05,7.931508399558499e-05,-1.2088940975343357e-09,-1.2088940975343356
292,7.93424448549106e-05,7.934365419974805e-05,-1.2093448374435997e-09,-1.2093448374435998
293,7.937101479686123e-05,7.937222440391111e-05,-1.209607049882319e-09,-1.209607049882319
294,7.939958489705084e-05,7.940079460807418e-05,-1.2097110233392249e-09,-1.209711023339225
295,7.942815511633948e-05,7.942936481223725e-05,-1.2096958977702418e-09,-1.209695897770242
296,7.94567254354024e-05,7.94579350164003e-05,-1.2095809979000246e-09,-1.2095809979000245
297,7.9485295821941e-05,7.948650522056337e-05,-1.2093986223687895e-09,-1.2093986223687896
298,7.951386626999916e-05,7.951507542472644e-05,-1.2091547272818288e-09,-1.2091547272818288
299,7.954243675795728e-05,7.954364562888951e-05,-1.2088709322267729e-09,-1.2088709322267728
300,7.957100727066248e-05,7.957221583305256e-05,-1.2085623900809472e-09,-1.2085623900809472
301,7.959957779954121e-05,7.960078603721563e-05,-1.208237674416976e-09,-1.208237674416976
302,7.962814833576937e-05,7.96293562413787e-05,-1.2079056093259484e-09,-1.2079056093259484
303,7.965671886559141e-05,7.965792644554176e-05,-1.2075799503383246e-09,-1.2075799503383247
304,7.968528938568788e-05,7.968649664970482e-05,-1.2072640169423436e-09,-1.2072640169423436
305,7.971385989069074e-05,7.971506685386789e-05,-1.206963177144934e-09,-1.206963177144934
306,7.974243036730605e-05,7.974363705803096e-05,-1.2066907249045865e-09,-1.2066907249045864
307,7.977100081653947e-05,7.977220726219401e-05,-1.2064456545424708e-09,-1.2064456545424709
308,7.979957123540484e-05,7.980077746635708e-05,-1.206230952235973e-09,-1.2062309522359729
309,7.982814161984433e-05,7.982934767052015e-05,-1.2060506758150115e-09,-1.2060506758150116
310,7.985671196795325e-05,7.985791787468322e-05,-1.2059067299653055e-09,-1.2059067299653055
311,7.988528227813042e-05,7.988648807884627e-05,-1.2058007158501757e-09,-1.2058007158501758
312,7.991385255003546e-05,7.991505828300934e-05,-1.2057329738819993e-09,-1.2057329738819993
313,7.994242278007133e-05,7.994362848717241e-05,-1.2057071010776663e-09,-1.2057071010776663
314,7.997099296765677e-05,7.997219869133547e-05,-1.205723678691514e-09,-1.205723678691514
315,7.999956311073749e-05,8.000076889549853e-05,-1.2057847610427135e-09,-1.2057847610427135
316,8.002812330322115e-05,8.00293390996616e-05,-1.2157964404486859e-09,-1.2157964404486858
317,8.005668585535907e-05,8.005790930382467e-05,-1.223448465593935e-09,-1.223448465593935
318,8.008525112175996e-05,8.008647950798774e-05,-1.2283862277749486e-09,-1.2283862277749487
319,8.011381805263691e-05,8.011504971215079e-05,-1.231659513876752e-09,-1.231659513876752
320,8.014238616743195e-05,8.014361991631386e-05,-1.2337488819026754e-09,-1.2337488819026754
321,8.017095515074247e-05,8.017219012047693e-05,-1.234969734450421e-09,-1.2349697344504211
322,8.01995248059768e-05,8.020076032463998e-05,-1.2355186631778723e-09,-1.2355186631778723
323,8.022809496796602e-05,8.022933052880305e-05,-1.2355608370296313e-09,-1.2355608370296314
324,8.025666554003514e-05,8.025790073296612e-05,-1.2351929309794968e-09,-1.235192930979497
325,8.028523643177702e-05,8.028647093712917e-05,-1.2345053521471934e-09,-1.2345053521471934
326,8.031380757849437e-05,8.031504114129224e-05,-1.233562797871462e-09,-1.2335627978714618
327,8.034237893071387e-05,8.034361134545531e-05,-1.232414741435845e-09,-1.232414741435845
328,8.037095043582937e-05,8.037218154961838e-05,-1.2311137890073781e-09,-1.2311137890073782
329,8.039952205209998e-05,8.040075175378145e-05,-1.2297016814616826e-09,-1.2297016814616826
330,8.042809376240708e-05,8.04293219579445e-05,-1.2281955374159375e-09,-1.2281955374159375
331,8.045666554135485e-05,8.045789216210757e-05,-1.2266207527203878e-09,-1.2266207527203878
332,8.048523736410636e-05,8.048646236627064e-05,-1.2250021642784008e-09,-1.2250021642784008
333,8.05138092269099e-05,8.051503257043369e-05,-1.2233435237954113e-09,-1.2233435237954113
334,8.054238109172751e-05,8.054360277459676e-05,-1.2216828692442562e-09,-1.2216828692442563
335,8.057095295333897e-05,8.057217297875983e-05,-1.220025420855108e-09,-1.220025420855108
336,8.059952480716941e-05,8.06007431829229e-05,-1.218375753486796e-09,-1.218375753486796
337,8.06280966470538e-05,8.062931338708595e-05,-1.2167400321432661e-09,-1.2167400321432662
338,8.06566684655177e-05,8.065788359124902e-05,-1.2151257313142954e-09,-1.2151257313142954
339,8.068524025753251e-05,8.068645379541209e-05,-1.2135378795702174e-09,-1.2135378795702174
340,8.071381199649277e-05,8.071502399957516e-05,-1.2120030823785357e-09,-1.2120030823785357
341,8.074238369851676e-05,8.074359420373821e-05,-1.2105052214476531e-09,-1.210505221447653
342,8.077095535729263e-05,8.077216440790128e-05,-1.209050608650252e-09,-1.2090506086502522
343,8.079952696618833e-05,8.080073461206435e-05,-1.207645876010364e-09,-1.207645876010364
344,8.082809853350315e-05,8.08293048162274e-05,-1.2062827242449619e-09,-1.2062827242449619
345,8.085667005151105e-05,8.085787502039047e-05,-1.2049688794193841e-09,-1.2049688794193842
346,8.088524150188637e-05,8.088644522455354e-05,-1.2037226671659836e-09,-1.2037226671659835
347,8.091381290046889e-05,8.09150154287166e-05,-1.2025282477111487e-09,-1.2025282477111487
348,8.094238424469356e-05,8.094358563287966e-05,-1.2013881861010365e-09,-1.2013881861010365
349,8.097095554010629e-05,8.097215583704273e-05,-1.200296936438247e-09,-1.200296936438247
350,8.099952677548261e-05,8.10007260412058e-05,-1.1992657231832688e-09,-1.1992657231832689
351,8.10280881861501e-05,8.102929624536887e-05,-1.2080592187644855e-09,-1.2080592187644854
352,8.105665207719268e-05,8.105786644953192e-05,-1.2143723392417178e-09,-1.2143723392417178
