period_number,period_s,period_error_s,period_error_ps
74,2.854994721998615e-08,-2.0256943078388743e-11,-20.256943078388744
75,2.855161606446499e-08,-1.8588098599547912e-11,-18.588098599547912
76,2.8553082261691554e-08,-1.712190137298439e-11,-17.121901372984393
77,2.8554360638686203e-08,-1.584352437833583e-11,-15.843524378335829
78,2.855554819772982e-08,-1.4655965334720026e-11,-14.655965334720026
79,2.8556562189110913e-08,-1.3641973953625392e-11,-13.641973953625392
80,2.8557530749344557e-08,-1.2673413719981565e-11,-12.673413719981564
81,2.8558406156933315e-08,-1.1798006131223674e-11,-11.798006131223675
82,2.855919846449131e-08,-1.100569857322865e-11,-11.00569857322865
83,2.8559924908705338e-08,-1.0279254359200736e-11,-10.279254359200737
84,2.8560593914680088e-08,-9.610248384450511e-12,-9.61024838445051
85,2.856121483248023e-08,-8.989330584310149e-12,-8.98933058431015
86,2.856177867000399e-08,-8.425493060547701e-12,-8.425493060547701
87,2.856233206793477e-08,-7.872095129768736e-12,-7.872095129768736
88,2.8562822769611653e-08,-7.38139345288578e-12,-7.3813934528857805
89,2.8563253664419877e-08,-6.950498644661688e-12,-6.950498644661688
90,2.856368958514214e-08,-6.514577922399348e-12,-6.514577922399348
91,2.856408877358269e-08,-6.11538948184984e-12,-6.1153894818498395
92,2.8564440519667205e-08,-5.763643397333626e-12,-5.7636433973336265
93,2.856479323833528e-08,-5.410924729258585e-12,-5.410924729258585
94,2.8565091096400532e-08,-5.113066664006255e-12,-5.113066664006255
95,2.856540130396221e-08,-4.802859102328447e-12,-4.802859102328447
96,2.856565765838883e-08,-4.546504675709623e-12,-4.546504675709623
97,2.8565925270371208e-08,-4.278892693330812e-12,-4.278892693330812
98,2.8566158598945768e-08,-4.045564118770366e-12,-4.045564118770367
99,2.8566378409972245e-08,-3.8257530922933995e-12,-3.8257530922933993
100,2.8566588356656306e-08,-3.615806408232249e-12,-3.615806408232249
101,2.8566773327672675e-08,-3.4308353918639473e-12,-3.430835391863947
102,2.8566951188328566e-08,-3.2529747359731316e-12,-3.2529747359731314
103,2.8567127383514394e-08,-3.076779550144525e-12,-3.076779550144525
104,2.8567292327161785e-08,-2.9118359027538485e-12,-2.9118359027538485
105,2.854599342798044e-08,-2.421073508409814e-11,-24.21073508409814
106,2.8545994557610684e-08,-2.4209605453854626e-11,-24.209605453854625
107,2.8548750302556615e-08,-2.1453860507924044e-11,-21.453860507924045
108,2.8550860183430143e-08,-1.9343979634395273e-11,-19.34397963439527
109,2.8552590915063457e-08,-1.7613248001082177e-11,-17.613248001082177
110,2.8554070585602655e-08,-1.6133577461883815e-11,-16.133577461883814
111,2.8555336950301306e-08,-1.486721276323256e-11,-14.867212763232562
112,2.855646259801274e-08,-1.374156505179747e-11,-13.741565051797469
113,2.855742782816007e-08,-1.277633490446885e-11,-12.77633490446885
114,2.8558322770334365e-08,-1.1881392730173256e-11,-11.881392730173255
115,2.8559127753123776e-08,-1.1076409940762557e-11,-11.076409940762556
116,2.855984214756907e-08,-1.0362015495469539e-11,-10.362015495469539
117,2.8560503743198153e-08,-9.700419866385399e-12,-9.700419866385399
118,2.8561102783790674e-08,-9.101379273864302e-12,-9.101379273864302
119,2.8561648590476655e-08,-8.555572587883902e-12,-8.555572587883901
120,2.856215948777714e-08,-8.044675287398679e-12,-8.044675287398679
121,2.8562600201865627e-08,-7.603961198911563e-12,-7.603961198911564
122,2.856302759784502e-08,-7.176565219518298e-12,-7.176565219518299
123,2.856342612097846e-08,-6.778042086079409e-12,-6.778042086079409
124,2.856377425950222e-08,-6.429903562319396e-12,-6.429903562319396
125,2.8564100495963025e-08,-6.103667101513454e-12,-6.103667101513453
126,2.8564430255565896e-08,-5.773907498642965e-12,-5.7739074986429655
127,2.856468962239404e-08,-5.514540670497999e-12,-5.514540670497999
128,2.8564966811310392e-08,-5.23735175414677e-12,-5.23735175414677
129,2.856518726185352e-08,-5.016901211018363e-12,-5.016901211018363
130,2.856542997692194e-08,-4.774186142597097e-12,-4.774186142597097
131,2.856562060495288e-08,-4.583558111658472e-12,-4.583558111658472
132,2.8565818473285927e-08,-4.385689778611989e-12,-4.385689778611988
133,2.856600476404739e-08,-4.199399017149229e-12,-4.199399017149229
134,2.8566149056774028e-08,-4.055106290510628e-12,-4.055106290510628
135,2.8566318890552687e-08,-3.885272511851282e-12,-3.885272511851282
136,2.856644524840699e-08,-3.758914657549936e-12,-3.7589146575499366
137,2.856657694938578e-08,-3.6272136787597293e-12,-3.627213678759729
138,2.8566711452647714e-08,-3.4927104168244076e-12,-3.4927104168244076
139,2.8566758680277507e-08,-3.4454827870313735e-12,-3.4454827870313736
140,2.8549454192885342e-08,-2.07499701791963e-11,-20.7499701791963
141,2.8549650507001022e-08,-2.05536560635166e-11,-20.553656063516602
142,2.855220213907018e-08,-1.8002023994360096e-11,-18.002023994360098
143,2.8554094877870613e-08,-1.6109285193925338e-11,-16.109285193925338
144,2.855564398990555e-08,-1.4560173158987593e-11,-14.560173158987594
145,2.855690460147511e-08,-1.3299561589429253e-11,-13.299561589429253
146,2.8558002662841336e-08,-1.2201500223203192e-11,-12.201500223203192
147,2.85589440565193e-08,-1.1260106545239737e-11,-11.260106545239738
148,2.855976961219401e-08,-1.0434550870528327e-11,-10.434550870528327
149,2.8560498804521732e-08,-9.705358542806342e-12,-9.705358542806342
150,2.8561148502956432e-08,-9.055660108106374e-12,-9.055660108106375
151,2.856173239738013e-08,-8.471765684409628e-12,-8.471765684409629
152,2.856226278061258e-08,-7.941382451959192e-12,-7.941382451959193
153,2.8562731288942042e-08,-7.472874122496472e-12,-7.472874122496472
154,2.856314717581722e-08,-7.056987247319738e-12,-7.056987247319738
155,2.856354684985837e-08,-6.6573132061697005e-12,-6.6573132061697
156,2.85639014138792e-08,-6.302749185339507e-12,-6.302749185339507
157,2.856421179838267e-08,-5.992364681867149e-12,-5.99236468186715
158,2.8564518573075668e-08,-5.6855899888705e-12,-5.6855899888705
159,2.8564761619340748e-08,-5.442543723790594e-12,-5.442543723790594
160,2.856503341826797e-08,-5.170744796567133e-12,-5.170744796567133
161,2.8565231646867847e-08,-4.97251619669126e-12,-4.97251619669126
162,2.8565452993463414e-08,-4.751169601124875e-12,-4.751169601124875
163,2.8565620151783477e-08,-4.5840112810615164e-12,-4.584011281061517
164,2.8565804381449505e-08,-4.399781615033706e-12,-4.399781615033706
165,2.85659556313253e-08,-4.248531739237119e-12,-4.248531739237119
166,2.856609309349694e-08,-4.11106956760034e-12,-4.11106956760034
167,2.8566244928381122e-08,-3.959234683416534e-12,-3.959234683416534
168,2.8566336053012292e-08,-3.86811005224676e-12,-3.8681100522467595
169,2.856645712879624e-08,-3.747034268299438e-12,-3.7470342682994375
170,2.8566571875726188e-08,-3.6322873383511468e-12,-3.632287338351147
171,2.856663439021359e-08,-3.5697728509493546e-12,-3.5697728509493545
172,2.8566733000339188e-08,-3.4711627253504147e-12,-3.4711627253504145
173,2.856682177704924e-08,-3.382386015300321e-12,-3.382386015300321
174,2.8566846990035234e-08,-3.357173029304442e-12,-3.357173029304442
175,2.8552682384741968e-08,-1.752177832257101e-11,-17.52177832257101
176,2.8553125322935686e-08,-1.7078840128852312e-11,-17.078840128852313
177,2.8555477142385593e-08,-1.472702067894568e-11,-14.727020678945681
178,2.855720908612983e-08,-1.2995076934708801e-11,-12.9950769347088
179,2.855857002976843e-08,-1.1634133296108653e-11,-11.634133296108653
180,2.855968109284645e-08,-1.0523070218087727e-11,-10.523070218087726
181,2.8560617121241544e-08,-9.587041822995034e-12,-9.587041822995033
182,2.8561413518586316e-08,-8.790644478222541e-12,-8.790644478222541
183,2.8562105722340484e-08,-8.098440724054436e-12,-8.098440724054436
184,2.856270490173799e-08,-7.499261326550207e-12,-7.499261326550207
185,2.8563220377448065e-08,-6.98378561647343e-12,-6.983785616473431
186,2.856369060293693e-08,-6.513560127609927e-12,-6.513560127609927
187,2.85641054282291e-08,-6.0987348354378555e-12,-6.098734835437855
188,2.8564459635859124e-08,-5.744527205414285e-12,-5.744527205414285
189,2.8564802847293874e-08,-5.4013157706644974e-12,-5.401315770664498
190,2.856507363246496e-08,-5.130530599577364e-12,-5.130530599577364
191,2.856535131527606e-08,-4.852847788478987e-12,-4.852847788478987
192,2.8565573418861583e-08,-4.6307442029557725e-12,-4.630744202955772
193,2.8565790393818465e-08,-4.4137692460741205e-12,-4.4137692460741205
194,2.8565981033938257e-08,-4.223129126281272e-12,-4.223129126281273
195,2.856614420799152e-08,-4.059955073018945e-12,-4.059955073018945
196,2.8566307656795165e-08,-3.896506269373583e-12,-3.896506269373583
197,2.8566426482222636e-08,-3.777680841902945e-12,-3.777680841902945
198,2.8566559231923082e-08,-3.644931141456347e-12,-3.644931141456347
199,2.8566678090730427e-08,-3.5260723341113232e-12,-3.526072334111323
200,2.856676007064482e-08,-3.4440924197179052e-12,-3.4440924197179053
201,2.8566852986730345e-08,-3.351176334193479e-12,-3.351176334193479
202,2.8566948335020156e-08,-3.255828044382989e-12,-3.255828044382989
203,2.8567001942854473e-08,-3.2022202100655293e-12,-3.2022202100655295
204,2.8567062356795033e-08,-3.1418062695052377e-12,-3.1418062695052376
205,2.8567132062795445e-08,-3.072100269093349e-12,-3.072100269093349
206,2.856718554469968e-08,-3.018618364858224e-12,-3.0186183648582237
207,2.856720585184703e-08,-2.998311217509989e-12,-2.998311217509989
208,2.8567262240226238e-08,-2.941922838300973e-12,-2.941922838300973
209,2.8567294372183923e-08,-2.9097908806161064e-12,-2.9097908806161064
210,2.8555738128578103e-08,-1.446603448643589e-11,-14.466034486435891
211,2.8556441637538716e-08,-1.3762525525822317e-11,-13.762525525822317
212,2.8558647720972052e-08,-1.15564420924863e-11,-11.5564420924863
213,2.8560211300844725e-08,-9.992862219813419e-12,-9.99286221981342
214,2.8561419534688646e-08,-8.784628375892691e-12,-8.78462837589269
215,2.8562403378649265e-08,-7.800784415273879e-12,-7.8007844152738794
216,2.85632033546337e-08,-7.000808430838136e-12,-7.000808430838136
217,2.8563874934233358e-08,-6.329228831180974e-12,-6.3292288311809735
218,2.856444694444599e-08,-5.7572186185473846e-12,-5.757218618547385
219,2.8564929689501944e-08,-5.274473562595121e-12,-5.274473562595121
220,2.8565352948111637e-08,-4.8512149529021696e-12,-4.851214952902169
221,2.8565712906133143e-08,-4.491256931396171e-12,-4.491256931396171
222,2.856604223766589e-08,-4.161925398648434e-12,-4.1619253986484335
223,2.856628720669576e-08,-3.91695636877826e-12,-3.9169563687782603
224,2.8566548400607854e-08,-3.655762456684749e-12,-3.6557624566847484
225,2.8566760084332873e-08,-3.4440787316654776e-12,-3.4440787316654777
226,2.8566925965178174e-08,-3.2781978863643774e-12,-3.2781978863643775
227,2.8567104392573646e-08,-3.099770490892949e-12,-3.0997704908929493
228,2.856724914646568e-08,-2.9550165988602818e-12,-2.955016598860282
229,2.856735228668611e-08,-2.8518763784291e-12,-2.8518763784291
230,2.856746552051706e-08,-2.7386425474802027e-12,-2.7386425474802025
231,2.8567561991200063e-08,-2.6421718644757012e-12,-2.642171864475701
232,2.8567649358433736e-08,-2.5548046308023657e-12,-2.5548046308023658
233,2.8567704425414443e-08,-2.499737650096121e-12,-2.499737650096121
234,2.8567763052183247e-08,-2.4411108812919e-12,-2.4411108812919
235,2.8567821994251595e-08,-2.3821688129433933e-12,-2.382168812943393
236,2.8567865334759102e-08,-2.3388283054367357e-12,-2.338828305436736
237,2.8567905741551055e-08,-2.2984215134835524e-12,-2.2984215134835524
238,2.8567917553865962e-08,-2.2866091985769586e-12,-2.2866091985769588
239,2.8567951359194832e-08,-2.2528038697065506e-12,-2.2528038697065504
240,2.856797170656608e-08,-2.2324564984577165e-12,-2.2324564984577164
241,2.856798891275969e-08,-2.2152503048480616e-12,-2.2152503048480616
242,2.8568001288060128e-08,-2.2028750044108775e-12,-2.2028750044108776
243,2.856799163097651e-08,-2.212532088028896e-12,-2.212532088028896
244,2.8568006269833585e-08,-2.1978932309535782e-12,-2.197893230953578
245,2.8557219738402622e-08,-1.2984424661916658e-11,-12.984424661916657
246,2.8558627208395498e-08,-1.1576954669041166e-11,-11.576954669041166
247,2.856104830988211e-08,-9.15585318242967e-12,-9.15585318242967
248,2.8562707955583143e-08,-7.496207481396021e-12,-7.496207481396021
249,2.856393070280129e-08,-6.2734602632489135e-12,-6.273460263248913
250,2.8564851794156605e-08,-5.352368907934026e-12,-5.352368907934026
251,2.8565624957496054e-08,-4.5792055684845016e-12,-4.579205568484501
252,2.85662036704227e-08,-4.000492641837754e-12,-4.000492641837754
253,2.8566723959136614e-08,-3.4802039279243528e-12,-3.480203927924353
254,2.856714506236594e-08,-3.059100698597775e-12,-3.059100698597775
255,2.8567474654147868e-08,-2.72950891667106e-12,-2.72950891667106
256,2.8567779048488547e-08,-2.425114575991576e-12,-2.425114575991576
257,2.8568022266138885e-08,-2.1818969256532542e-12,-2.181896925653254
258,2.8568241629403418e-08,-1.962533661120997e-12,-1.962533661120997
259,2.856841087019125e-08,-1.7932928732873641e-12,-1.793292873287364
260,2.8568548294375154e-08,-1.6558686893842035e-12,-1.6558686893842034
261,2.8568673536327922e-08,-1.5306267366163615e-12,-1.5306267366163615
262,2.85687800183305e-08,-1.4241447340390363e-12,-1.4241447340390363
263,2.8568862670734843e-08,-1.341492329695607e-12,-1.341492329695607
264,2.8568937135610298e-08,-1.267027454240555e-12,-1.267027454240555
265,2.856899268404453e-08,-1.2114790200070908e-12,-1.2114790200070908
266,2.8569035214856303e-08,-1.1689482082353726e-12,-1.1689482082353726
267,2.8569071566528844e-08,-1.1325965356951923e-12,-1.1325965356951924
268,2.856908820533235e-08,-1.1159577321874534e-12,-1.1159577321874534
269,2.856910377808052e-08,-1.100384984018338e-12,-1.1003849840183382
270,2.8569110300884736e-08,-1.0938621798031765e-12,-1.0938621798031765
271,2.856911779070242e-08,-1.086372362117848e-12,-1.0863723621178478
272,2.8569119432970557e-08,-1.0847300939821298e-12,-1.0847300939821298
273,2.8569110401973036e-08,-1.0937610915031194e-12,-1.0937610915031193
274,2.8569106755408106e-08,-1.0974076564324756e-12,-1.0974076564324757
275,2.8569089362636855e-08,-1.1148004276834881e-12,-1.1148004276834882
276,2.8569075342777905e-08,-1.1288202866334796e-12,-1.1288202866334796
277,2.8569052094108748e-08,-1.1520689557908307e-12,-1.1520689557908308
278,2.856904299995645e-08,-1.1611631080883676e-12,-1.1611631080883675
279,2.856901145588029e-08,-1.1927071842502583e-12,-1.1927071842502583
280,2.8558740889378527e-08,-1.1463273686011282e-11,-11.463273686011282
281,2.8560773291782453e-08,-9.430871282086094e-12,-9.430871282086095
282,2.8563400156477728e-08,-6.804006586811146e-12,-6.804006586811146
283,2.856507427249661e-08,-5.129890567929892e-12,-5.129890567929892
284,2.8566275242904258e-08,-3.9289201602808775e-12,-3.9289201602808776
285,2.8567189591077713e-08,-3.0145719868252364e-12,-3.0145719868252363
286,2.8567875241290535e-08,-2.3289217740038826e-12,-2.3289217740038826
287,2.8568419282881826e-08,-1.7848801827128159e-12,-1.7848801827128158
288,2.8568869792479443e-08,-1.33437058509531e-12,-1.33437058509531
289,2.8569231937458704e-08,-9.722256058346635e-13,-0.9722256058346636
290,2.8569519689282483e-08,-6.844737820553591e-13,-0.684473782055359
291,2.856975342314537e-08,-4.5073991917031106e-13,-0.45073991917031103
292,2.8569941950629466e-08,-2.6221243507318673e-13,-0.2622124350731867
293,2.857010018961128e-08,-1.039734532595791e-13,-0.1039734532595791
294,2.8570219288637168e-08,1.5125572629285852e-14,0.015125572629285851
295,2.857031906292485e-08,1.148998603109321e-13,0.1148998603109321
296,2.857038653859942e-08,1.8237553488127353e-13,0.18237553488127353
297,2.8570448058155146e-08,2.438950906069572e-13,0.24389509060695722
298,2.857048795812324e-08,2.837950587020851e-13,0.2837950587020851
299,2.8570512705200458e-08,3.085421359193926e-13,0.3085421359193926
300,2.8570528878732156e-08,3.247156676173365e-13,0.3247156676173365
301,2.8570536228159213e-08,3.3206509467385534e-13,0.33206509467385537
302,2.8570529822042256e-08,3.256589777175075e-13,0.3256589777175075
303,2.8570520096464166e-08,3.1593339962724224e-13,0.31593339962724226
304,2.8570505002865594e-08,3.008398010557297e-13,0.3008398010557297
305,2.8570476615308532e-08,2.72452243993759e-13,0.272452243993759
306,2.8570449233416748e-08,2.4507035220940435e-13,0.24507035220940435
307,2.8570418865374683e-08,2.1470231014400868e-13,0.21470231014400867
308,2.8570384439489146e-08,1.802764246076515e-13,0.1802764246076515
309,2.857034810891789e-08,1.4394585335225327e-13,0.14394585335225327
310,2.8570310177169762e-08,1.0601410522347413e-13,0.10601410522347413
311,2.857027190503636e-08,6.774197182264316e-14,0.06774197182264316
312,2.8570230035872518e-08,2.587280797921135e-14,0.025872807979211352
313,2.8570187585440785e-08,-1.657762375394425e-14,-0.01657762375394425
314,2.8570143080716985e-08,-6.108234755341676e-14,-0.061082347553416766
315,2.8560192483662213e-08,-1.0011679402326116e-11,-10.011679402326116
316,2.8562552137922936e-08,-7.652025141602871e-12,-7.652025141602871
317,2.856526640088717e-08,-4.9377621773674e-12,-4.9377621773674
318,2.856693087695283e-08,-3.2732861117098392e-12,-3.2732861117098393
319,2.856811479504226e-08,-2.0893680222771497e-12,-2.08936802227715
320,2.856898331052044e-08,-1.2208525440994229e-12,-1.220852544099423
321,2.856965523432718e-08,-5.489287373575503e-13,-0.5489287373575503
322,2.8570161989216426e-08,-4.217384811274241e-14,-0.04217384811274241
323,2.857057206911832e-08,3.679060537806863e-13,0.3679060537806863
324,2.8570891741886936e-08,6.875788223970374e-13,0.6875788223970374
325,2.8571146717343916e-08,9.425542793777313e-13,0.9425542793777313
326,2.8571352219503802e-08,1.1480564392631034e-12,1.1480564392631034
327,2.8571505115496652e-08,1.300952432113121e-12,1.300952432113121
328,2.857161627061388e-08,1.4121075493417661e-12,1.412107549341766
329,2.8571710307100377e-08,1.5061440358387117e-12,1.5061440358387117
330,2.8571778947763735e-08,1.574784699195916e-12,1.574784699195916
331,2.8571822751510172e-08,1.6185884456332952e-12,1.618588445633295
332,2.8571862803537622e-08,1.6586404730831141e-12,1.6586404730831141
333,2.857186481761934e-08,1.660654554801359e-12,1.660654554801359
334,2.8571861611457333e-08,1.6574483927944663e-12,1.6574483927944663
335,2.8571853830436497e-08,1.6496673719581353e-12,1.6496673719581352
336,2.8571839884398162e-08,1.6357213336235628e-12,1.6357213336235628
337,2.8571818463897156e-08,1.6143008326169297e-12,1.6143008326169297
338,2.8571792014812263e-08,1.5878517477242e-12,1.5878517477242
339,2.8571738960259867e-08,1.534797195327887e-12,1.5347971953278872
340,2.8571702023985515e-08,1.4978609209763027e-12,1.4978609209763027
341,2.8571658775865586e-08,1.454612801047268e-12,1.454612801047268
342,2.8571608895708073e-08,1.4047326435341938e-12,1.4047326435341938
343,2.8571567314820035e-08,1.3631517554958988e-12,1.3631517554958987
344,2.8571518007893763e-08,1.3138448292239448e-12,1.3138448292239449
345,2.8571450375321585e-08,1.2462122570467176e-12,1.2462122570467176
346,2.857139858252302e-08,1.1944194584811617e-12,1.1944194584811618
347,2.8571344224664745e-08,1.140061600205831e-12,1.140061600205831
348,2.8571295412730974e-08,1.0912496664357254e-12,1.0912496664357254
349,2.8571235376323163e-08,1.0312132586244204e-12,1.0312132586244205
350,2.8561410667486968e-08,-8.793495577570472e-12,-8.793495577570472
351,2.85638910425774e-08,-6.3131204871386505e-12,-6.313120487138651
352,2.8566606461436677e-08,-3.597701627862038e-12,-3.597701627862038
353,2.8568280926514447e-08,-1.9232365500913524e-12,-1.9232365500913524
354,2.856945326377969e-08,-7.508992848489039e-13,-0.7508992848489039
355,2.8570308087695335e-08,1.0392463079666006e-13,0.10392463079666006
356,2.8570955695395223e-08,7.515323306847881e-13,0.7515323306847881
357,2.8571462821732133e-08,1.2586586675938895e-12,1.2586586675938896
358,2.8571844315003893e-08,1.640151939353952e-12,1.640151939353952
359,2.8572137449823696e-08,1.9332867591570112e-12,1.9332867591570113
360,2.857238429295123e-08,2.1801298866924345e-12,2.1801298866924346
361,2.8572568810161228e-08,2.364647096688915e-12,2.3646470966889153
362,2.8572717304781148e-08,2.513141716609619e-12,2.5131417166096193
363,2.857280835305738e-08,2.604189992841396e-12,2.604189992841396
364,2.857289209349926e-08,2.687930434722496e-12,2.687930434722496
365,2.857295888214202e-08,2.7547190774811877e-12,2.754719077481188
366,2.8572973120603233e-08,2.7689575386942066e-12,2.7689575386942065
367,2.8572993677564314e-08,2.7895144997755094e-12,2.7895144997755095
368,2.8572999883415577e-08,2.795720351038072e-12,2.795720351038072
369,2.8572991804130723e-08,2.7876410661840902e-12,2.78764106618409
370,2.8572962991078518e-08,2.7588280139795276e-12,2.7588280139795276
371,2.8572939153972184e-08,2.734990907645587e-12,2.734990907645587
372,2.857291814449222e-08,2.7139814276825432e-12,2.713981427682543
373,2.857285572632263e-08,2.6515632580912492e-12,2.651563258091249
374,2.8572819104331383e-08,2.614941266844414e-12,2.614941266844414
375,2.8572775123236575e-08,2.5709601720366706e-12,2.5709601720366706
376,2.8572722986352898e-08,2.5188232883591493e-12,2.5188232883591493
377,2.8572651056626725e-08,2.4468935621864387e-12,2.4468935621864385
378,2.8572605786971188e-08,2.4016239066492233e-12,2.4016239066492235
379,2.857255858414252e-08,2.354421077980885e-12,2.3544210779808847
380,2.8572485634886834e-08,2.2814718222952775e-12,2.2814718222952775
381,2.857242288861056e-08,2.218725546021535e-12,2.218725546021535
382,2.8572367459072648e-08,2.163296008108811e-12,2.1632960081088113
383,2.857231342693581e-08,2.1092638712711494e-12,2.1092638712711493
384,2.8572250046238635e-08,2.045883174096177e-12,2.045883174096177
385,2.856243614711494e-08,-7.7680159495986e-12,-7.768015949598601
386,2.8564989512904686e-08,-5.214650159853128e-12,-5.214650159853128
387,2.8567696421522297e-08,-2.5077415422415334e-12,-2.5077415422415332
388,2.8569387125834417e-08,-8.170372301212512e-13,-0.8170372301212512
389,2.8570540256024493e-08,3.360929599547476e-13,0.33609295995474764
390,2.857139038398948e-08,1.1862209249407337e-12,1.1862209249407336
391,2.8572042607571697e-08,1.8384445071580015e-12,1.8384445071580016
392,2.8572516493882748e-08,2.312330818209429e-12,2.312330818209429
393,2.857290178373236e-08,2.6976206678219382e-12,2.6976206678219383
394,2.8573205000290668e-08,3.0008372261289242e-12,3.0008372261289242
395,2.8573438895265996e-08,3.2347322014568035e-12,3.2347322014568034
396,2.857360808286016e-08,3.4039197956213487e-12,3.4039197956213485
