period_number,period_s,period_error_s,period_error_ps
397,2.8573757095132408e-08,3.552932067869306e-12,3.552932067869306
398,2.8573845710364097e-08,3.641547299558335e-12,3.641547299558335
399,2.8573918598985776e-08,3.714435921237446e-12,3.7144359212374463
400,2.8573981801643402e-08,3.777638578863169e-12,3.7776385788631694
401,2.857398775928013e-08,3.7835962155908686e-12,3.7835962155908685
402,2.857401791695987e-08,3.813753895329748e-12,3.813753895329748
403,2.8574007562490308e-08,3.803399425769332e-12,3.8033994257693324
404,2.8573992434563185e-08,3.7882714986465334e-12,3.7882714986465333
405,2.8573981932018713e-08,3.777768954174411e-12,3.7777689541744106
406,2.8573929374044464e-08,3.725210979925623e-12,3.7252109799256234
407,2.8573907930111138e-08,3.703767046599537e-12,3.703767046599537
408,2.8573856560761284e-08,3.652397696744973e-12,3.652397696744973
409,2.8573805616662626e-08,3.6014535980875114e-12,3.6014535980875113
410,2.8573769690986672e-08,3.565527922133428e-12,3.5655279221334277
411,2.857368866704044e-08,3.4845039759005446e-12,3.4845039759005445
412,2.8573642392532776e-08,3.4382294682373426e-12,3.4382294682373424
413,2.857359367585972e-08,3.389512795180617e-12,3.3895127951806168
414,2.8573515025828353e-08,3.3108627638144993e-12,3.3108627638144994
415,2.8573462215655127e-08,3.2580525905878645e-12,3.2580525905878646
416,2.8573405910651065e-08,3.201747586525913e-12,3.201747586525913
417,2.857331813686868e-08,3.1139738041429495e-12,3.1139738041429497
418,2.8573287440150728e-08,3.083277086188965e-12,3.0832770861889647
419,2.857321266845961e-08,3.0085053950716267e-12,3.0085053950716265
420,2.8563209501951598e-08,-6.994661112940361e-12,-6.994661112940361
421,2.8565529269607018e-08,-4.6748934575204685e-12,-4.674893457520469
422,2.8568175459758784e-08,-2.0287033057543622e-12,-2.0287033057543624
423,2.8569854052597514e-08,-3.5011046702511686e-13,-0.35011046702511683
424,2.857102604409713e-08,8.218810325919989e-13,0.8218810325919989
425,2.8571880029287528e-08,1.6758662229894552e-12,1.6758662229894552
426,2.8572518961201632e-08,2.3147981370933542e-12,2.314798137093354
427,2.857303493485866e-08,2.830771794122899e-12,2.830771794122899
428,2.8573443135052144e-08,3.2389719876048353e-12,3.238971987604835
429,2.8573730232587017e-08,3.526069522478099e-12,3.526069522478099
430,2.8573984689402336e-08,3.780526337797057e-12,3.7805263377970575
431,2.8574185462258792e-08,3.9812991942535205e-12,3.9812991942535203
432,2.8574323235542242e-08,4.119072477703694e-12,4.1190724777036944
433,2.8574450958691682e-08,4.246795627143269e-12,4.246795627143269
434,2.8574515556676846e-08,4.3113936123074e-12,4.3113936123074
435,2.8574594445273348e-08,4.390282208809046e-12,4.390282208809046
436,2.857461542959982e-08,4.411266535281688e-12,4.411266535281688
437,2.857465381762088e-08,4.44965455634223e-12,4.449654556342231
438,2.8574650846717193e-08,4.44668365265424e-12,4.44668365265424
439,2.8574652138774474e-08,4.447975709935718e-12,4.447975709935718
440,2.8574638000520647e-08,4.433837456108491e-12,4.433837456108491
441,2.8574610645950758e-08,4.406482886218883e-12,4.406482886218883
442,2.857459389822559e-08,4.389735161050391e-12,4.389735161050391
443,2.8574541589685603e-08,4.337426621063911e-12,4.337426621063911
444,2.857451768812345e-08,4.313525058910816e-12,4.313525058910816
445,2.8574456009420397e-08,4.251846355858739e-12,4.2518463558587385
446,2.8574426043454708e-08,4.221880390169009e-12,4.22188039016901
447,2.857435267434173e-08,4.148511277192107e-12,4.148511277192107
448,2.8574315658907068e-08,4.111495842529404e-12,4.111495842529404
449,2.8574255082078684e-08,4.0509190141452236e-12,4.050919014145223
450,2.8574196616503638e-08,3.992453439098997e-12,3.992453439098997
451,2.8574152021953688e-08,3.947858889149534e-12,3.947858889149534
452,2.8574080807719634e-08,3.876644655095501e-12,3.876644655095501
453,2.8574036300217567e-08,3.8321371530279615e-12,3.8321371530279613
454,2.8573963555049387e-08,3.7593919848487974e-12,3.7593919848487976
455,2.8563715497926427e-08,-6.4886651381112385e-12,-6.488665138111238
456,2.8565785764803737e-08,-4.4183982608020745e-12,-4.418398260802075
457,2.856838875417455e-08,-1.8154088899876467e-12,-1.8154088899876468
458,2.8570036320426815e-08,-1.6784263772336474e-13,-0.16784263772336475
459,2.857120428319379e-08,1.0001201292511207e-12,1.0001201292511208
460,2.857207885296532e-08,1.874689900780224e-12,1.8746899007802238
461,2.8572748345746845e-08,2.544182682305895e-12,2.544182682305895
462,2.8573288252163945e-08,3.084089099406048e-12,3.084089099406048
463,2.857368390072506e-08,3.4797376605199725e-12,3.4797376605199726
464,2.8574026613237074e-08,3.822450172535037e-12,3.822450172535037
465,2.8574291596937204e-08,4.08743387266489e-12,4.08743387266489
466,2.8574499233660774e-08,4.2950705962349244e-12,4.2950705962349245
467,2.8574679991941838e-08,4.475828877299398e-12,4.4758288772993975
468,2.85747983268898e-08,4.594163825259731e-12,4.594163825259731
469,2.857491506674597e-08,4.710903681431376e-12,4.710903681431376
470,2.8574978745300587e-08,4.774582236048184e-12,4.774582236048184
471,2.857504691540665e-08,4.842752342110003e-12,4.8427523421100025
472,2.8575073654434307e-08,4.869491369768709e-12,4.869491369768709
473,2.8575110498456607e-08,4.906335392067942e-12,4.906335392067942
474,2.8575107506614264e-08,4.903343549725496e-12,4.903343549725496
475,2.857511994481198e-08,4.915781747441211e-12,4.915781747441211
476,2.8575099058443174e-08,4.894895378634853e-12,4.894895378634852
477,2.857509307588335e-08,4.8889128188097135e-12,4.888912818809714
478,2.857505899507226e-08,4.854832007719804e-12,4.854832007719804
479,2.857504145387373e-08,4.8372908091913785e-12,4.837290809191378
480,2.8574994608045732e-08,4.790444981193385e-12,4.790444981193385
481,2.8574968437763428e-08,4.76427469888931e-12,4.76427469888931
482,2.857491693952904e-08,4.7127764645014915e-12,4.712776464501491
483,2.857488528364453e-08,4.681120579990563e-12,4.681120579990563
484,2.857482832128869e-08,4.624158224151434e-12,4.624158224151434
485,2.8574794474163826e-08,4.590311099287276e-12,4.590311099287276
486,2.8574730659148813e-08,4.5264960842745335e-12,4.526496084274534
487,2.857469553075448e-08,4.491367689940514e-12,4.491367689940514
488,2.857463176036794e-08,4.4275973033996965e-12,4.427597303399696
489,2.8574597453609116e-08,4.393290544577041e-12,4.393290544577041
490,2.8564072231286727e-08,-6.1319317778117e-12,-6.1319317778117
491,2.8565869262031965e-08,-4.334901032573317e-12,-4.334901032573318
492,2.8568366933291235e-08,-1.8372297733040517e-12,-1.8372297733040517
493,2.857001991926687e-08,-1.8424379766742196e-13,-0.18424379766742197
494,2.8571203561453956e-08,9.993983894174243e-13,0.9993983894174243
495,2.8572077405203053e-08,1.8732421385142497e-12,1.8732421385142497
496,2.8572770080571614e-08,2.565917507074859e-12,2.565917507074859
497,2.8573322973453916e-08,3.118810389376826e-12,3.1188103893768258
498,2.857376867682396e-08,3.564513759421285e-12,3.564513759421285
499,2.857411443422291e-08,3.910271158370085e-12,3.9102711583700844
500,2.857442045557158e-08,4.216292507039709e-12,4.216292507039709
501,2.857463584739e-08,4.431684325461625e-12,4.431684325461625
502,2.8574844960878244e-08,4.6407978137057475e-12,4.640797813705747
503,2.857498078675841e-08,4.776623693871284e-12,4.776623693871285
504,2.8575126958420966e-08,4.92279535642733e-12,4.922795356427329
505,2.857519931202953e-08,4.9951489649919006e-12,4.995148964991901
506,2.857530392657518e-08,5.0997635106422825e-12,5.0997635106422825
507,2.857533610999181e-08,5.131946927272761e-12,5.131946927272761
508,2.8575395030674272e-08,5.190867609733415e-12,5.190867609733415
509,2.857540822793548e-08,5.204064870942615e-12,5.204064870942615
510,2.857543665323633e-08,5.232490171792715e-12,5.2324901717927155
511,2.8575432778866973e-08,5.2286158024343925e-12,5.228615802434392
512,2.8575439867218146e-08,5.235704153607777e-12,5.235704153607777
513,2.8575427094367878e-08,5.222931303338997e-12,5.222931303338997
514,2.8575410960802582e-08,5.206797738043636e-12,5.206797738043636
515,2.8575394975610354e-08,5.19081254581558e-12,5.1908125458155805
516,2.8575362219030245e-08,5.158055965706617e-12,5.158055965706617
517,2.85753481184931e-08,5.143955428562466e-12,5.143955428562466
518,2.857529194353909e-08,5.087780474551104e-12,5.087780474551104
519,2.8575280211455144e-08,5.076048390605274e-12,5.076048390605274
520,2.857522140197117e-08,5.017238906629935e-12,5.0172389066299345
521,2.857520617501573e-08,5.002011951191207e-12,5.002011951191206
522,2.8575140034807186e-08,4.935871742646824e-12,4.935871742646825
523,2.8575120845946616e-08,4.916682882076872e-12,4.916682882076873
524,2.8575061319710137e-08,4.85715664559783e-12,4.85715664559783
525,2.856428957691878e-08,-5.914586145759803e-12,-5.914586145759802
526,2.8565677110588554e-08,-4.527052475984502e-12,-4.527052475984502
527,2.8568108901536092e-08,-2.0952615284463464e-12,-2.0952615284463465
528,2.8569725801170565e-08,-4.783618939732354e-13,-0.4783618939732354
529,2.8570894056224893e-08,6.89893160354425e-13,0.6898931603544249
530,2.8571804738331333e-08,1.6005752667941322e-12,1.6005752667941322
531,2.8572524258816735e-08,2.3200957521960257e-12,2.3200957521960257
532,2.8573088632600444e-08,2.884469535905512e-12,2.8844695359055117
533,2.8573556503703633e-08,3.352340639093881e-12,3.3523406390938812
534,2.8573953001886226e-08,3.748838821687747e-12,3.748838821687747
535,2.8574252503507105e-08,4.048340442565874e-12,4.048340442565874
536,2.857452928735197e-08,4.325124287432935e-12,4.325124287432935
537,2.8574743793959977e-08,4.539630895438598e-12,4.539630895438598
538,2.8574926483137348e-08,4.722320072809632e-12,4.722320072809632
539,2.8575076904574265e-08,4.872741509726223e-12,4.872741509726223
540,2.8575200346195773e-08,4.996183131234126e-12,4.996183131234126
541,2.8575297733571714e-08,5.093570507175464e-12,5.093570507175464
542,2.8575387848227903e-08,5.183685163363986e-12,5.183685163363986
543,2.8575439914679097e-08,5.2357516145578774e-12,5.235751614557877
544,2.8575496307517087e-08,5.292144452548328e-12,5.292144452548327
545,2.8575525144882525e-08,5.320981817986608e-12,5.320981817986608
546,2.8575569250511505e-08,5.365087446966389e-12,5.365087446966389
547,2.8575561775154366e-08,5.357612089827536e-12,5.357612089827536
548,2.8575586300444477e-08,5.382137379937934e-12,5.382137379937935
549,2.857557056929437e-08,5.366406229831419e-12,5.366406229831418
550,2.8575586753735852e-08,5.382590671313723e-12,5.382590671313723
551,2.857557296837628e-08,5.368805311741113e-12,5.368805311741113
552,2.857554818873234e-08,5.34402566780105e-12,5.344025667801049
553,2.8575550718636794e-08,5.346555572255382e-12,5.346555572255381
554,2.857549819130481e-08,5.294028240270494e-12,5.294028240270494
555,2.8575496676687927e-08,5.292513623388059e-12,5.292513623388059
556,2.8575454759155114e-08,5.250596090575207e-12,5.250596090575207
557,2.8575437924558246e-08,5.2337614937076445e-12,5.233761493707645
558,2.8575397428753295e-08,5.1932656887561e-12,5.1932656887561
559,2.8575374371527136e-08,5.170208462597356e-12,5.170208462597356
560,2.8564308417249008e-08,-5.895745815530723e-12,-5.895745815530724
561,2.856540018281585e-08,-4.80398024868996e-12,-4.80398024868996
562,2.856769695877158e-08,-2.5072042929600125e-12,-2.5072042929600125
563,2.8569259177103163e-08,-9.44985961375339e-13,-0.944985961375339
564,2.8570446089149133e-08,2.4192608459403345e-13,0.24192608459403345
565,2.8571349151225206e-08,1.1449881606674966e-12,1.1449881606674965
566,2.8572084831662674e-08,1.8806685981351236e-12,1.8806685981351237
567,2.8572690343180336e-08,2.4861801157974286e-12,2.4861801157974286
568,2.857319276463547e-08,2.9886015709315563e-12,2.9886015709315563
569,2.8573593989871774e-08,3.389826807234823e-12,3.389826807234823
570,2.8573943213302437e-08,3.739050237898733e-12,3.739050237898733
571,2.85742492952038e-08,4.045132139259691e-12,4.045132139259691
572,2.857447990877349e-08,4.275745708949907e-12,4.275745708949907
573,2.8574709691613922e-08,4.505528549383038e-12,4.505528549383038
574,2.8574857223299683e-08,4.653060235144249e-12,4.653060235144249
575,2.8575035874203432e-08,4.831711138893535e-12,4.831711138893535
576,2.857513264714845e-08,4.928484083911198e-12,4.928484083911198
577,2.857526280664925e-08,5.058643584710147e-12,5.058643584710147
578,2.8575328967254347e-08,5.124804189807899e-12,5.124804189807899
579,2.8575417148330828e-08,5.212985266289484e-12,5.2129852662894836
580,2.8575458344272885e-08,5.254181208346438e-12,5.254181208346438
581,2.8575518266771706e-08,5.314103707166996e-12,5.314103707166996
582,2.8575545904602965e-08,5.341741538426693e-12,5.341741538426693
583,2.857557714290701e-08,5.3729798424708885e-12,5.372979842470889
584,2.8575600342136548e-08,5.396179072009174e-12,5.396179072009174
585,2.857560071384171e-08,5.396550777171484e-12,5.396550777171484
586,2.857562904770366e-08,5.424884639120862e-12,5.4248846391208625
587,2.857560363144331e-08,5.399468378770169e-12,5.39946837877017
588,2.857561716339773e-08,5.413000333190015e-12,5.413000333190015
589,2.8575596053900115e-08,5.3918908355765595e-12,5.391890835576559
590,2.8575596711848204e-08,5.392548783664932e-12,5.392548783664933
591,2.8575576038836832e-08,5.371875772293592e-12,5.371875772293592
592,2.8575561222739807e-08,5.357059675268127e-12,5.357059675268127
593,2.8575549907043705e-08,5.3457439791666405e-12,5.345743979166641
594,2.85755097016152e-08,5.305538550661942e-12,5.305538550661942
595,2.8564227348796276e-08,-5.976814268262787e-12,-5.976814268262787
596,2.85649540278756e-08,-5.250135188939259e-12,-5.250135188939259
597,2.8567116717038554e-08,-3.0874460259851275e-12,-3.0874460259851277
598,2.8568640208346163e-08,-1.5639547183752784e-12,-1.5639547183752784
599,2.85698003986575e-08,-4.0376440703996133e-13,-0.4037644070399613
600,2.8570732739423505e-08,5.285763589660926e-13,0.5285763589660927
601,2.857147483322853e-08,1.270670163992096e-12,1.270670163992096
602,2.8572098115863345e-08,1.8939527988060294e-12,1.8939527988060294
603,2.857262549769892e-08,2.421334634382374e-12,2.421334634382374
604,2.8573079932555636e-08,2.8757694910976735e-12,2.8757694910976737
605,2.8573437024949485e-08,3.2328618849466303e-12,3.2328618849466304
606,2.8573762317314145e-08,3.558154249605827e-12,3.5581542496058267
607,2.8574051645323937e-08,3.847482259398436e-12,3.8474822593984364
608,2.8574269713874893e-08,4.065550810353893e-12,4.065550810353893
609,2.8574494379457254e-08,4.290216392715745e-12,4.290216392715745
610,2.857464917609717e-08,4.445013032631711e-12,4.445013032631711
611,2.8574817865934118e-08,4.613702869578868e-12,4.613702869578868
612,2.8574936482855958e-08,4.7323197914192105e-12,4.7323197914192106
613,2.857505617914172e-08,4.852016077179843e-12,4.852016077179844
614,2.8575138187014975e-08,4.934023950436784e-12,4.934023950436784
615,2.857523756394256e-08,5.033400878022215e-12,5.033400878022214
616,2.857528593338632e-08,5.081770321780675e-12,5.081770321780675
617,2.8575362262344122e-08,5.158099279583408e-12,5.158099279583408
618,2.857538062984023e-08,5.1764667756925394e-12,5.176466775692539
619,2.857544774706401e-08,5.24358399947213e-12,5.24358399947213
620,2.8575452026233803e-08,5.247863169264077e-12,5.247863169264077
621,2.8575496622532028e-08,5.292459467489543e-12,5.292459467489543
622,2.8575498888880487e-08,5.294725815948271e-12,5.294725815948271
623,2.857552010021179e-08,5.315937147250778e-12,5.315937147250778
624,2.8575524142009068e-08,5.319978944529586e-12,5.319978944529586
625,2.8575525170822062e-08,5.321007757523585e-12,5.321007757523585
626,2.8575532867044736e-08,5.3287039801975005e-12,5.328703980197501
627,2.8575513688145274e-08,5.309525080735008e-12,5.309525080735008
628,2.857552945511471e-08,5.325292050170797e-12,5.325292050170797
629,2.8575475646784305e-08,5.271483719766591e-12,5.271483719766591
630,2.8563621318962213e-08,-6.582844102326176e-12,-6.582844102326176
631,2.8564226941014286e-08,-5.977222050252386e-12,-5.977222050252386
632,2.8566406979621062e-08,-3.79718344347656e-12,-3.79718344347656
633,2.856794159070944e-08,-2.262572355097792e-12,-2.262572355097792
634,2.8569146156033338e-08,-1.0580070312004131e-12,-1.058007031200413
635,2.8570105211811925e-08,-9.895125261377321e-14,-0.09895125261377322
636,2.8570895597228546e-08,6.914341640072329e-13,0.6914341640072329
637,2.8571557056898678e-08,1.3528938341389431e-12,1.3528938341389432
638,2.857209415528636e-08,1.889992221822467e-12,1.889992221822467
639,2.85725680350922e-08,2.3638720276608596e-12,2.3638720276608596
640,2.857297599508069e-08,2.7718320161514816e-12,2.771832016151482
641,2.8573338959405085e-08,3.1347963405464026e-12,3.1347963405464028
642,2.8573621557717783e-08,3.417394653244286e-12,3.417394653244286
643,2.8573896129844428e-08,3.691966779889585e-12,3.691966779889585
644,2.857412489467323e-08,3.9207316086928606e-12,3.9207316086928605
645,2.8574315391597022e-08,4.111228532483778e-12,4.111228532483778
646,2.8574504318921328e-08,4.3001558567895875e-12,4.300155856789588
647,2.8574641095511274e-08,4.4369324467351225e-12,4.436932446735122
648,2.857478748661635e-08,4.583323551810879e-12,4.583323551810879
649,2.8574879067710186e-08,4.6749046456477965e-12,4.674904645647796
650,2.8575002519455432e-08,4.798356390893485e-12,4.798356390893485
651,2.8575060822508573e-08,4.856659444034056e-12,4.856659444034055
652,2.857515645794933e-08,4.952294884789929e-12,4.952294884789929
653,2.8575198211930244e-08,4.994048865705061e-12,4.994048865705061
654,2.8575269610614192e-08,5.065447549653688e-12,5.065447549653689
655,2.857529678584349e-08,5.09262277895144e-12,5.09262277895144
656,2.8575348984797742e-08,5.144821733203336e-12,5.144821733203336
657,2.8575363335921113e-08,5.159172856574603e-12,5.159172856574603
658,2.8575399833215558e-08,5.1956701510190755e-12,5.195670151019075
659,2.857541245083518e-08,5.20828777064181e-12,5.20828777064181
660,2.8575427884426e-08,5.223721361462087e-12,5.223721361462087
661,2.8575442731016212e-08,5.238567951673653e-12,5.2385679516736525
662,2.857543862319102e-08,5.23446012648254e-12,5.234460126482539
663,2.857545944902069e-08,5.255285956150092e-12,5.255285956150092
664,2.8575424197176385e-08,5.220034111846208e-12,5.220034111846208
665,2.8562871523066268e-08,-7.332639998270353e-12,-7.332639998270353
666,2.8563440874706755e-08,-6.763288357783916e-12,-6.763288357783916
667,2.8565632601189133e-08,-4.571561875405843e-12,-4.571561875405843
668,2.8567235685011505e-08,-2.9684780530338618e-12,-2.968478053033862
669,2.8568467436853955e-08,-1.7367262105836102e-12,-1.73672621058361
670,2.8569460982689294e-08,-7.431803752445291e-13,-0.7431803752445291
671,2.8570274063520256e-08,6.990045571773593e-14,0.06990045571773593
672,2.8570964959685947e-08,7.607966214082423e-13,0.7607966214082422
673,2.8571547219105663e-08,1.3430560411238256e-12,1.3430560411238257
674,2.8572046686218297e-08,1.8425231537581476e-12,1.8425231537581477
675,2.8572492467908396e-08,2.2883048438570416e-12,2.2883048438570417
676,2.85728495525502e-08,2.645389485660465e-12,2.645389485660465
677,2.857318076407596e-08,2.9766010114227647e-12,2.9766010114227646
678,2.8573477427214894e-08,3.2732641503557435e-12,3.2732641503557436
679,2.857371477134904e-08,3.510608284502424e-12,3.510608284502424
680,2.8573935376214796e-08,3.731213150257557e-12,3.7312131502575574
681,2.8574143671252373e-08,3.939508187834198e-12,3.9395081878341975
682,2.8574296905340118e-08,4.092742275579178e-12,4.092742275579178
683,2.857446267609824e-08,4.258513033702189e-12,4.258513033702189
684,2.857456963834817e-08,4.365475283631817e-12,4.365475283631817
685,2.8574703182646837e-08,4.499019582298102e-12,4.499019582298103
686,2.85747892574031e-08,4.585094338561618e-12,4.585094338561618
687,2.857488754678104e-08,4.683383716500355e-12,4.683383716500355
688,2.8574955304239754e-08,4.751141175215326e-12,4.751141175215325
689,2.857502828561493e-08,4.824122550390293e-12,4.8241225503902925
690,2.8575076469809194e-08,4.8723067446550566e-12,4.872306744655057
691,2.857513615391906e-08,4.9319908545229395e-12,4.931990854522939
692,2.8575162656414464e-08,4.958493349925191e-12,4.958493349925191
693,2.8575216736771193e-08,5.012573706654474e-12,5.012573706654474
694,2.857522527720789e-08,5.0211141433499955e-12,5.021114143349996
695,2.8575270138363152e-08,5.065975298613673e-12,5.065975298613672
696,2.8575262330196604e-08,5.058167132065448e-12,5.058167132065448
697,2.8575301954939978e-08,5.0977918754390904e-12,5.09779187543909
698,2.857528740021699e-08,5.0832371524523575e-12,5.083237152452358
699,2.8575331064724764e-08,5.126901660225735e-12,5.126901660225736
700,2.8562260541491148e-08,-7.943621573390864e-12,-7.943621573390864
701,2.8562818070503255e-08,-7.386092561284186e-12,-7.386092561284186
702,2.8565066336177364e-08,-5.137826887174904e-12,-5.137826887174905
703,2.8566664880472345e-08,-3.5392825921940655e-12,-3.5392825921940654
704,2.85679349819551e-08,-2.2691811094401774e-12,-2.2691811094401775
705,2.8568949310197808e-08,-1.2548528667305523e-12,-1.2548528667305523
706,2.8569792110067415e-08,-4.1205299712334145e-13,-0.4120529971233414
707,2.8570494985460937e-08,2.908223963982128e-13,0.29082239639821283
708,2.8571116889044798e-08,9.127259802588532e-13,0.9127259802588532
709,2.8571615423377645e-08,1.4112603131066045e-12,1.4112603131066044
710,2.8572087502215255e-08,1.8833391507162813e-12,1.8833391507162813
711,2.8572462185802905e-08,2.2580227383663425e-12,2.2580227383663427
712,2.8572804881726627e-08,2.6007186620881677e-12,2.600718662088168
713,2.857311914757901e-08,2.9149845144703337e-12,2.9149845144703335
714,2.8573384509584382e-08,3.1803465198432215e-12,3.1803465198432215
715,2.8573607476845356e-08,3.403313780817038e-12,3.403313780817038
716,2.8573827887029058e-08,3.6237239645195745e-12,3.6237239645195745
717,2.8573999601573226e-08,3.795438508687532e-12,3.7954385086875315
718,2.857416047993681e-08,3.956316872269838e-12,3.956316872269838
719,2.8574309507008416e-08,4.10534394387745e-12,4.1053439438774495
720,2.8574422037680046e-08,4.2178746155073814e-12,4.217874615507381
721,2.8574561252464495e-08,4.357089399955983e-12,4.357089399955983
722,2.8574629536235602e-08,4.42537317106306e-12,4.425373171063059
723,2.8574735145740033e-08,4.530982675494604e-12,4.530982675494604
724,2.8574784017318475e-08,4.579854253936724e-12,4.579854253936724
725,2.8574876657772703e-08,4.67249470816385e-12,4.67249470816385
726,2.857490902516489e-08,4.704862100350472e-12,4.704862100350472
727,2.8574975699776684e-08,4.7715367121456725e-12,4.771536712145672
728,2.8575004899956827e-08,4.800736892288448e-12,4.800736892288448
729,2.8575054353196182e-08,4.850190131643579e-12,4.850190131643579
730,2.8575065462270455e-08,4.8612992059160444e-12,4.861299205916044
731,2.8575110850876523e-08,4.906687811984109e-12,4.906687811984108
732,2.8575111083532756e-08,4.906920468217797e-12,4.9069204682177965
733,2.8575148914517846e-08,4.944751453307171e-12,4.944751453307171
734,2.857514014234649e-08,4.935979281949808e-12,4.935979281949808
735,2.85617601288458e-08,-8.44403421873981e-12,-8.44403421873981
736,2.8562278511749133e-08,-7.925651315405204e-12,-7.9256513154052035
737,2.8564520221523756e-08,-5.683941540782399e-12,-5.683941540782399
738,2.8566176571453473e-08,-4.027591611065199e-12,-4.027591611065199
739,2.856743780208892e-08,-2.7663609756188968e-12,-2.766360975618897
740,2.856848620288923e-08,-1.7179601753084004e-12,-1.7179601753084004
741,2.8569337787317205e-08,-8.663757473340059e-13,-0.8663757473340059
742,2.8570074573017472e-08,-1.2959004706669283e-13,-0.12959004706669283
743,2.857068476105147e-08,4.805979869312481e-13,0.48059798693124817
744,2.8571226660842027e-08,1.0224977774881513e-12,1.0224977774881512
745,2.857169608132433e-08,1.4919182597911109e-12,1.491918259791111
746,2.8572102142807054e-08,1.897979742515075e-12,1.897979742515075
747,2.8572446902116588e-08,2.242739052048939e-12,2.2427390520489388
748,2.8572767294727684e-08,2.5631316631451847e-12,2.563131663145185
749,2.857304977537734e-08,2.845612312802299e-12,2.845612312802299
750,2.8573290254495622e-08,3.0860914310832484e-12,3.0860914310832483
751,2.8573505208079526e-08,3.3010450149870456e-12,3.3010450149870456
752,2.8573712990357237e-08,3.508827292698736e-12,3.508827292698736
753,2.8573861730535398e-08,3.657567470858981e-12,3.657567470858981
754,2.8574021376255978e-08,3.8172131914388615e-12,3.8172131914388614
755,2.8574167644832655e-08,3.9634817681166e-12,3.9634817681166
756,2.8574266396324665e-08,4.062233260126305e-12,4.0622332601263045
757,2.8574390930835515e-08,4.1867677709766e-12,4.1867677709766
758,2.8574460740417892e-08,4.256577353353542e-12,4.256577353353542
759,2.8574563095865686e-08,4.358932801147225e-12,4.358932801147224
760,2.857461828033325e-08,4.4141172687113855e-12,4.414117268711386
761,2.857469109499879e-08,4.486931934249806e-12,4.486931934249806
762,2.8574741443789138e-08,4.53728072459941e-12,4.53728072459941
763,2.8574789135199963e-08,4.584972135424252e-12,4.584972135424252
764,2.8574832096643285e-08,4.627933578746354e-12,4.627933578746354
765,2.857486427022078e-08,4.660107156242117e-12,4.660107156242117
766,2.8574898586439267e-08,4.694423374728727e-12,4.694423374728728
767,2.857491768726262e-08,4.713524198082273e-12,4.713524198082274
768,2.85749443655343e-08,4.740202469761739e-12,4.740202469761739
769,2.8574953272146727e-08,4.74910908218849e-12,4.7491090821884905
770,2.856138353853955e-08,-8.820624524987986e-12,-8.820624524987986
771,2.8561876190912982e-08,-8.327972151556294e-12,-8.327972151556294
772,2.8564131509904982e-08,-6.072653159556327e-12,-6.072653159556327
773,2.8565801585861308e-08,-4.402577203230406e-12,-4.402577203230406
774,2.8567074783608626e-08,-3.1293794559123334e-12,-3.1293794559123334
775,2.8568127864625112e-08,-2.0762984394262874e-12,-2.0762984394262873
776,2.8569004988912485e-08,-1.1991741520535369e-12,-1.1991741520535368
777,2.8569737154230984e-08,-4.670088335543794e-13,-0.46700883355437933
778,2.8570367858473614e-08,1.636954090757061e-13,0.1636954090757061
779,2.8570910481020445e-08,7.063179559058424e-13,0.7063179559058423
780,2.8571385081414152e-08,1.180918349613123e-12,1.180918349613123
781,2.8571808971707136e-08,1.604808642596819e-12,1.604808642596819
782,2.8572166302855855e-08,1.9621397913166843e-12,1.9621397913166843
783,2.8572479959657667e-08,2.2757965931284565e-12,2.2757965931284563
784,2.8572770618349444e-08,2.566455284904939e-12,2.566455284904939
785,2.857303614699669e-08,2.831983932151738e-12,2.8319839321517377
786,2.8573240617212948e-08,3.036454148409338e-12,3.036454148409338
787,2.8573444450609507e-08,3.240287544968402e-12,3.240287544968402
788,2.857363576762382e-08,3.431604559282587e-12,3.431604559282587
789,2.8573768382503728e-08,3.5642194391890366e-12,3.5642194391890367
790,2.8573914835489642e-08,3.7106724251037875e-12,3.7106724251037875
791,2.85740489109254e-08,3.8447478608618465e-12,3.8447478608618466
792,2.857414482947845e-08,3.94066641391001e-12,3.9406664139100096
793,2.8574259884104974e-08,4.055721040434852e-12,4.055721040434852
794,2.8574321649300254e-08,4.117486235715239e-12,4.11748623571524
795,2.8574413877256212e-08,4.209714191673316e-12,4.209714191673316
796,2.8574472092949763e-08,4.267929885223839e-12,4.267929885223839
797,2.857453081278377e-08,4.326649719232041e-12,4.326649719232041
798,2.8574587474314165e-08,4.383311249625887e-12,4.383311249625887
799,2.857462375227451e-08,4.4195892099708655e-12,4.419589209970866
800,2.8574672307591178e-08,4.468144526639271e-12,4.468144526639271
801,2.8574692024458206e-08,4.487861393667223e-12,4.487861393667224
802,2.857473463079821e-08,4.5304677336727824e-12,4.530467733672783
803,2.857474051926284e-08,4.536356198301877e-12,4.536356198301877
804,2.8574775939009403e-08,4.571775944864697e-12,4.571775944864697
805,2.856110671070318e-08,-9.097452361358195e-12,-9.097452361358195
806,2.8561594258801862e-08,-8.609904262676767e-12,-8.609904262676768
807,2.856387809109127e-08,-6.326071973267875e-12,-6.326071973267875
808,2.8565537297907265e-08,-4.666865157273648e-12,-4.666865157273648
809,2.8566840832037945e-08,-3.3633310265936165e-12,-3.3633310265936167
810,2.8567873808192103e-08,-2.330354872435474e-12,-2.330354872435474
811,2.856875986696945e-08,-1.4442960950876122e-12,-1.4442960950876123
