edge_number,actual_edge_time_s,ideal_edge_time_s,tie_s,tie_ps
202,8.657873413330585e-05,8.657872135442527e-05,1.2778880577119835e-11,12.778880577119835
203,8.65865473491698e-05,8.658653384473959e-05,1.350443021593523e-11,13.504430215935232
204,8.659436054540526e-05,8.65943463350539e-05,1.4210351363752258e-11,14.210351363752258
205,8.66021737935644e-05,8.660215882536822e-05,1.4968196186889588e-11,14.968196186889589
206,8.660998700618137e-05,8.660997131568253e-05,1.5690498843486297e-11,15.690498843486298
207,8.66178001799195e-05,8.661778380599685e-05,1.637392266069898e-11,16.37392266069898
208,8.662561342834946e-05,8.662559629631117e-05,1.713203829043394e-11,17.13203829043394
209,8.663342663356949e-05,8.663340878662549e-05,1.784694400481392e-11,17.84694400481392
210,8.664123979426771e-05,8.66412212769398e-05,1.8517327905657686e-11,18.517327905657687
211,8.664905304189087e-05,8.664903376725412e-05,1.9274636753451047e-11,19.27463675345105
212,8.665686623820102e-05,8.665684625756843e-05,1.9980632589245232e-11,19.980632589245232
213,8.66646793847493e-05,8.666465874788275e-05,2.063686655398336e-11,20.63686655398336
214,8.66724926058871e-05,8.667247123819708e-05,2.136769002321627e-11,21.36769002321627
215,8.668030580185235e-05,8.668028372851139e-05,2.207334096074686e-11,22.073340960746858
216,8.668811893969346e-05,8.668809621882571e-05,2.2720867752047865e-11,22.720867752047866
217,8.669593214510403e-05,8.669590870914002e-05,2.343596401495966e-11,23.43596401495966
218,8.670374532803409e-05,8.670372119945434e-05,2.4128579752400783e-11,24.128579752400782
219,8.671155847150514e-05,8.671153368976865e-05,2.4781736493875382e-11,24.781736493875382
220,8.671937164874794e-05,8.671934618008298e-05,2.546866496750557e-11,25.468664967505568
221,8.672718482429289e-05,8.67271586703973e-05,2.615389559408617e-11,26.15389559408617
222,8.673499797356804e-05,8.673497116071161e-05,2.6812856435708318e-11,26.81285643570832
223,8.674281111491544e-05,8.674278365102592e-05,2.7463889523282615e-11,27.463889523282614
224,8.675062429081356e-05,8.675059614134024e-05,2.8149473328720904e-11,28.149473328720905
225,8.675843742856054e-05,8.675840863165455e-05,2.8796905984168284e-11,28.796905984168284
226,8.676625053050239e-05,8.676622112196888e-05,2.9408533513390634e-11,29.408533513390633
227,8.677406370813685e-05,8.67740336122832e-05,3.009585365505563e-11,30.09585365505563
228,8.678187684789267e-05,8.678184610259751e-05,3.0745295160945774e-11,30.745295160945773
229,8.678968993018014e-05,8.678965859291183e-05,3.133726831384289e-11,31.337268313842888
230,8.679750310014132e-05,8.679747108322614e-05,3.2016915177262446e-11,32.01691517726245
231,8.680531623234216e-05,8.680528357354046e-05,3.2658801704916694e-11,32.65880170491669
232,8.681312931028401e-05,8.681309606385478e-05,3.324642922642869e-11,33.24642922642869
233,8.68209424588086e-05,8.68209085541691e-05,3.390463950199188e-11,33.90463950199187
234,8.682875558597534e-05,8.682872104448341e-05,3.4541491929881476e-11,34.541491929881474
235,8.683656865624603e-05,8.683653353479773e-05,3.512144830089479e-11,35.12144830089479
236,8.68443817865457e-05,8.684434602511204e-05,3.576143365293453e-11,35.761433652934535
237,8.685219490322304e-05,8.685215851542636e-05,3.638779668230335e-11,36.38779668230335
238,8.686000798215895e-05,8.685997100574067e-05,3.697641828168224e-11,36.97641828168224
239,8.686782107635673e-05,8.6867783496055e-05,3.758030173425729e-11,37.58030173425729
240,8.687563419141161e-05,8.687559598636932e-05,3.820504229573256e-11,38.20504229573256
241,8.688344727448052e-05,8.688340847668363e-05,3.8797796887345496e-11,38.7977968873455
242,8.689126033061212e-05,8.689122096699795e-05,3.936361417782743e-11,39.36361417782743
243,8.689907344999005e-05,8.689903345731226e-05,3.999267779217758e-11,39.99267779217758
244,8.690688653334657e-05,8.690684594762658e-05,4.058571999552182e-11,40.58571999552182
245,8.691469956688081e-05,8.69146584379409e-05,4.1128939910643943e-11,41.12893991064394
246,8.692251267681882e-05,8.692247092825522e-05,4.174856360707123e-11,41.748563607071226
247,8.69303257592586e-05,8.693028341856953e-05,4.234068906326852e-11,42.34068906326852
248,8.693813878655618e-05,8.693809590888385e-05,4.287767233578638e-11,42.87767233578638
249,8.694595187526286e-05,8.694590839919816e-05,4.3476064697381076e-11,43.47606469738108
250,8.695376495086049e-05,8.695372088951248e-05,4.406134801116583e-11,44.06134801116583
251,8.69615779838459e-05,8.69615333798268e-05,4.460401908959571e-11,44.60401908959571
252,8.696939104076748e-05,8.696934587014112e-05,4.517062635688557e-11,45.17062635688557
253,8.697720411647187e-05,8.697715836045544e-05,4.575601643747926e-11,45.75601643747926
254,8.698501716112008e-05,8.698497085076975e-05,4.631035033288868e-11,46.31035033288868
255,8.699283017147523e-05,8.699278334108407e-05,4.68303911710804e-11,46.8303911710804
256,8.700064327659571e-05,8.700059583139838e-05,4.7445197337126985e-11,47.445197337126984
257,8.700844278488129e-05,8.700840832171271e-05,3.4463168582182455e-11,34.463168582182455
258,8.701624524894295e-05,8.701622081202702e-05,2.4436915926918772e-11,24.436915926918772
259,8.70240499752186e-05,8.702403330234134e-05,1.6672877260923506e-11,16.672877260923507
260,8.70318568188273e-05,8.703184579265565e-05,1.1026171650774427e-11,11.026171650774426
261,8.703966454618103e-05,8.703965828296997e-05,6.26321106277449e-12,6.26321106277449
262,8.704747298329918e-05,8.704747077328428e-05,2.210014902452607e-12,2.210014902452607
263,8.705528196498208e-05,8.705528326359861e-05,-1.2986165254774577e-12,-1.2986165254774578
264,8.70630913884166e-05,8.706309575391293e-05,-4.36549632409892e-12,-4.3654963240989195
265,8.707090121462591e-05,8.707090824422724e-05,-7.029601331119672e-12,-7.029601331119672
266,8.707871137227105e-05,8.707872073454156e-05,-9.362270504501164e-12,-9.362270504501163
267,8.708652182114924e-05,8.708653322485587e-05,-1.14037066300053e-11,-11.4037066300053
268,8.709433252395323e-05,8.709434571517019e-05,-1.3191216955309506e-11,-13.191216955309505
269,8.710214344748934e-05,8.710215820548451e-05,-1.475799517018111e-11,-14.75799517018111
270,8.710995457003712e-05,8.710997069579883e-05,-1.6125761706605237e-11,-16.125761706605235
271,8.71177658727651e-05,8.711778318611314e-05,-1.7313348045010733e-11,-17.313348045010734
272,8.712557733661132e-05,8.712559567642746e-05,-1.833981614010326e-11,-18.33981614010326
273,8.713338892709289e-05,8.713340816674177e-05,-1.9239648879348393e-11,-19.239648879348394
274,8.714120067924373e-05,8.714122065705609e-05,-1.9977812356631446e-11,-19.977812356631446
275,8.714901258889729e-05,8.71490331473704e-05,-2.0558473106691173e-11,-20.55847310669117
276,8.71568245851132e-05,8.715684563768473e-05,-2.1052571534770417e-11,-21.052571534770415
277,8.71646366810129e-05,8.716465812799905e-05,-2.144698613828678e-11,-21.446986138286782
278,8.717244884079465e-05,8.717247061831336e-05,-2.1777518709543616e-11,-21.777518709543617
279,8.71802611238547e-05,8.718028310862768e-05,-2.198477296724478e-11,-21.98477296724478
280,8.718807351139081e-05,8.718809559894199e-05,-2.2087551172570568e-11,-22.087551172570567
281,8.719588595197832e-05,8.71959080892563e-05,-2.213727798323887e-11,-22.13727798323887
282,8.720369843815594e-05,8.720372057957063e-05,-2.2141414688865354e-11,-22.141414688865353
283,8.721151099070204e-05,8.721153306988495e-05,-2.2079182907180037e-11,-22.079182907180037
284,8.721932364314427e-05,8.721934556019926e-05,-2.1917054987041414e-11,-21.917054987041414
285,8.722713632417266e-05,8.722715805051358e-05,-2.1726340911107875e-11,-21.726340911107876
286,8.723494901126447e-05,8.723497054082789e-05,-2.1529563420972184e-11,-21.529563420972185
287,8.724276181064498e-05,8.724278303114221e-05,-2.1220497226026406e-11,-21.220497226026406
288,8.725057463638177e-05,8.725059552145654e-05,-2.088507476744639e-11,-20.88507476744639
289,8.72583874801237e-05,8.725840801177085e-05,-2.0531647153123287e-11,-20.531647153123288
290,8.726620034326341e-05,8.726622050208517e-05,-2.0158821752471594e-11,-20.158821752471596
291,8.727401330025966e-05,8.727403299239948e-05,-1.9692139815778534e-11,-19.692139815778535
292,8.728182625875627e-05,8.72818454827138e-05,-1.9223957519461608e-11,-19.223957519461607
293,8.728963919524244e-05,8.728965797302811e-05,-1.8777785665658418e-11,-18.777785665658417
294,8.729745223151087e-05,8.729747046334244e-05,-1.823183156884014e-11,-18.23183156884014
295,8.730526527408585e-05,8.730528295365675e-05,-1.7679570898377477e-11,-17.679570898377477
296,8.731307829298141e-05,8.731309544397107e-05,-1.7150989650595293e-11,-17.150989650595292
297,8.732089136593687e-05,8.732090793428538e-05,-1.6568348510399832e-11,-16.568348510399833
298,8.732870447713986e-05,8.73287204245997e-05,-1.5947459834640328e-11,-15.947459834640329
299,8.733651756436216e-05,8.733653291491401e-05,-1.5350551854239983e-11,-15.350551854239983
300,8.73443306670946e-05,8.734434540522834e-05,-1.4738133738345984e-11,-14.738133738345985
301,8.735214382877395e-05,8.735215789554266e-05,-1.4066768702298756e-11,-14.066768702298756
302,8.735995697098245e-05,8.735997038585697e-05,-1.3414874514254017e-11,-13.414874514254016
303,8.736777008297954e-05,8.736778287617129e-05,-1.279319174171833e-11,-12.79319174171833
304,8.737558328969741e-05,8.73755953664856e-05,-1.2076788188484534e-11,-12.076788188484533
305,8.738339646881099e-05,8.738340785679991e-05,-1.1387988924005723e-11,-11.387988924005723
306,8.739120960511349e-05,8.739122034711424e-05,-1.0742000751112745e-11,-10.742000751112744
307,8.739902283020467e-05,8.739903283742856e-05,-1.0007223887735667e-11,-10.007223887735668
308,8.740683603396676e-05,8.740684532774287e-05,-9.293776113569555e-12,-9.293776113569555
309,8.741464919044233e-05,8.741465781805719e-05,-8.62761485492697e-12,-8.62761485492697
310,8.742246242511088e-05,8.74224703083715e-05,-7.883260623896606e-12,-7.883260623896606
311,8.743027564610588e-05,8.743028279868582e-05,-7.152579930537287e-12,-7.1525799305372875
312,8.743808881582558e-05,8.743809528900013e-05,-6.473174546046597e-12,-6.4731745460465975
