index,frequency_hz,mean_period_s,period_samples,rms_period_jitter_s,pkpk_period_jitter_s,min_period_error_s,max_period_error_s,rms_tie_s,pkpk_tie_s,max_phase_error_deg,phase_noise_offset_hz,phase_noise_dbc_hz
5,300000005.3559981,3.3333332738222444e-09,50999,1.5373671516032783e-12,8.089951675411839e-12,-7.485937499461184e-12,6.040141759506546e-13,4.197361297523598e-12,2.8033786634779133e-11,0.004619071938336106,1000000.0,-124.11900578289966
