offset_frequency_hz,phase_noise_dbc_per_hz
1017647.0769919152,-122.63036512346869
1023529.4300381113,-125.55722095483775
1029411.7830843073,-118.23229939941871
1035294.1361305034,-120.0865671731442
1041176.4891766994,-127.03489324241325
1047058.8422228955,-133.85611757786882
1052941.1952690915,-129.15357771526354
1058823.5483152876,-119.00192067026639
1064705.9013614836,-116.41712516443681
1070588.2544076797,-119.62442053439955
1076470.6074538757,-132.67266826954855
1082352.9605000718,-122.79593249030727
1088235.3135462678,-124.7916370529997
1094117.6665924639,-126.28911433702058
1100000.01963866,-122.43608292779605
1105882.372684856,-120.52975982235304
1111764.725731052,-122.20661694960468
1117647.078777248,-123.84669808613836
1123529.431823444,-126.11506954573782
1129411.7848696401,-140.66607012077424
1135294.137915836,-121.82596725382919
1141176.490962032,-119.75888950150562
1147058.844008228,-124.25351061059328
1152941.197054424,-130.5981581956816
1158823.5501006201,-129.0841309416445
1164705.9031468162,-127.19221054781492
1170588.2561930122,-130.64189020350696
1176470.6092392083,-137.40402301062258
1182352.9622854043,-125.29295080641084
1188235.3153316004,-121.01223342725653
1194117.6683777964,-121.23481621502319
1200000.0214239925,-141.69201901952962
1205882.3744701885,-126.24277960675487
1211764.7275163846,-126.21429825019132
1217647.0805625806,-126.5551905912634
1223529.4336087767,-139.41720161504037
1229411.7866549727,-139.1489126849151
1235294.1397011688,-138.32698588039347
1241176.4927473648,-126.37818638950719
1247058.8457935608,-119.42706362513263
1252941.198839757,-121.66243600731008
1258823.551885953,-123.92004128685811
1264705.904932149,-124.47012609665092
1270588.257978345,-136.1991009037953
1276470.611024541,-131.13793319706065
1282352.9640707371,-128.395845912104
1288235.3171169332,-123.33906889420369
1294117.6701631292,-120.25674684360243
1300000.0232093253,-129.73437412945012
1305882.3762555213,-127.54767124959048
1311764.7293017174,-125.76354200379498
1317647.0823479134,-125.33979484176112
1323529.4353941095,-126.63323874988052
1329411.7884403055,-124.7930719743268
1335294.1414865016,-135.20189415383865
1341176.4945326976,-124.41509782943199
