edge_number,actual_edge_time_s,ideal_edge_time_s,tie_s,tie_µs
40,0.0143656702937347,0.014366084855417505,-4.1456168280579143e-07,-0.4145616828057914
41,0.0143990044024861,0.01439942068135513,-4.162788690306031e-07,-0.41627886903060307
42,0.014432342177384469,0.014432756507292756,-4.143299082878106e-07,-0.4143299082878106
43,0.014465674283838303,0.01446609233323038,-4.1804939207822035e-07,-0.41804939207822034
44,0.014499009067162616,0.014499428159168007,-4.190920053916132e-07,-0.4190920053916132
45,0.014532338384215153,0.014532763985105633,-4.2560089048050654e-07,-0.42560089048050653
46,0.01456567142620788,0.014566099811043258,-4.283848353780341e-07,-0.42838483537803407
47,0.014598998189670864,0.014599435636980884,-4.374473100202804e-07,-0.43744731002028037
48,0.014632329910341788,0.01463277146291851,-4.415525767232499e-07,-0.4415525767232499
49,0.014665657137327408,0.014666107288856135,-4.5015152872682164e-07,-0.4501515287268216
50,0.014698991417015025,0.01469944311479376,-4.5169777873679774e-07,-0.45169777873679773
51,0.014732323858732198,0.014732778940731387,-4.550819991892825e-07,-0.4550819991892825
52,0.014765663201346455,0.014766114766669012,-4.515653225570927e-07,-0.4515653225570927
53,0.014799001026699787,0.014799450592606638,-4.4956590685117604e-07,-0.44956590685117603
54,0.014832344442614826,0.014832786418544262,-4.419759294372462e-07,-0.4419759294372462
55,0.014865685681799072,0.014866122244481889,-4.365626828171927e-07,-0.4365626828171927
56,0.014899028951909149,0.014899458070419515,-4.291185103668517e-07,-0.42911851036685167
57,0.014932364165039586,0.01493279389635714,-4.29731317553791e-07,-0.429731317553791
58,0.014965700096873558,0.014966129722294766,-4.296254212082791e-07,-0.42962542120827907
59,0.014999028043540405,0.01499946554823239,-4.37504691985779e-07,-0.437504691985779
60,0.01503235870175863,0.015032801374170016,-4.4267241138748426e-07,-0.44267241138748425
61,0.015065683286466241,0.015066137200107643,-4.539136414020285e-07,-0.4539136414020285
62,0.015099010920291292,0.015099473026045267,-4.621057539753999e-07,-0.4621057539753999
63,0.01513233335844862,0.015132808851982893,-4.75493534274687e-07,-0.475493534274687
64,0.01516566178387708,0.015166144677920518,-4.828940434385e-07,-0.4828940434385
