edge_number,actual_edge_time_s,ideal_edge_time_s,tie_s,tie_µs
65,0.01519898866815021,0.015199480503858144,-4.918357079341375e-07,-0.4918357079341375
66,0.015232324538414417,0.01523281632979577,-4.91791381353537e-07,-0.491791381353537
67,0.015265660963681578,0.015266152155733395,-4.911920518178843e-07,-0.49119205181788433
68,0.015299004961338448,0.015299487981671021,-4.830203325738993e-07,-0.48302033257389926
69,0.015332349160361143,0.015332823807608646,-4.746472475031234e-07,-0.47464724750312337
70,0.015365697420773644,0.015366159633546272,-4.622127726280202e-07,-0.4622127726280202
71,0.015399040480483368,0.015399495459483898,-4.54979000531069e-07,-0.454979000531069
72,0.015432384445765217,0.015432831285421524,-4.468396563081507e-07,-0.4468396563081507
73,0.015465720948837833,0.015466167111359149,-4.46162521315976e-07,-0.446162521315976
74,0.015499058242245253,0.015499502937296775,-4.4469505152272505e-07,-0.44469505152272504
75,0.015532389319877219,0.0155328387632344,-4.494433571811114e-07,-0.4494433571811114
76,0.015565723198037909,0.015566174589172026,-4.5139113411737887e-07,-0.45139113411737886
77,0.015599050587025575,0.015599510415109652,-4.598280840772263e-07,-0.4598280840772263
78,0.015632381611680745,0.015632846241047278,-4.646293665339081e-07,-0.4646293665339081
79,0.01566570641156014,0.0156661820669849,-4.756554247600793e-07,-0.47565542476007927
80,0.015699035942097754,0.015699517892922527,-4.819508247738687e-07,-0.4819508247738687
81,0.015732360806669645,0.015732853718860153,-4.929121905090924e-07,-0.49291219050909235
82,0.01576568948326929,0.01576618954479778,-5.000615284918293e-07,-0.5000615284918294
83,0.015799014115057783,0.015799525370735406,-5.112556776237783e-07,-0.5112556776237783
84,0.015832343908240346,0.01583286119667303,-5.172884326831713e-07,-0.5172884326831714
85,0.015865670504572025,0.015866197022610655,-5.265180386307407e-07,-0.5265180386307408
86,0.01589900383282472,0.01589953284854828,-5.290157235611489e-07,-0.5290157235611489
87,0.015932336226698735,0.015932868674485907,-5.324477871736229e-07,-0.532447787173623
88,0.01596567623661835,0.015966204500423534,-5.282638051828932e-07,-0.5282638051828933
89,0.015999014881079285,0.015999540326361156,-5.254452818723162e-07,-0.5254452818723162
90,0.016032359303995415,0.016032876152298783,-5.168483033682332e-07,-0.5168483033682333
91,0.016065701395133043,0.01606621197823641,-5.105831033670734e-07,-0.5105831033670735
92,0.01609904630963809,0.016099547804174035,-5.014945359475827e-07,-0.5014945359475828
93,0.016132385689222525,0.01613288363011166,-4.979408891367383e-07,-0.49794088913673834
94,0.016165727573770345,0.016166219456049288,-4.918822789433393e-07,-0.4918822789433393
95,0.016199063758023633,0.01619955528198691,-4.915239632780062e-07,-0.49152396327800624
96,0.0162324025601728,0.016232891107924537,-4.885477517369004e-07,-0.4885477517369004
97,0.016265735054417006,0.016266226933862163,-4.918794451580496e-07,-0.49187944515804954
98,0.016299071880883854,0.01629956275979979,-4.908789159360768e-07,-0.49087891593607674
99,0.01633240292251511,0.016332898585737412,-4.956632223038212e-07,-0.49566322230382115
100,0.016365737211405617,0.016366234411675038,-4.972002694218765e-07,-0.4972002694218765
101,0.01639906718621339,0.016399570237612664,-5.0305139927681e-07,-0.5030513992768101
102,0.016432401890619782,0.01643290606355029,-5.041729305092775e-07,-0.5041729305092776
103,0.016465731119992468,0.016466241889487917,-5.107694954493976e-07,-0.5107694954493976
104,0.016499064401982785,0.016499577715425543,-5.133134427591498e-07,-0.5133134427591498
105,0.016532393472693793,0.016532913541363166,-5.200686693733466e-07,-0.5200686693733466
106,0.016565726305787645,0.016566249367300792,-5.230615131482371e-07,-0.5230615131482371
107,0.016599055155174444,0.01659958519323842,-5.300380639748633e-07,-0.5300380639748633
108,0.016632388115137165,0.016632921019176045,-5.329040388801772e-07,-0.5329040388801772
109,0.01666571670035942,0.01666625684511367,-5.401447542512091e-07,-0.5401447542512091
110,0.016699050342259925,0.016699592671051294,-5.423287913690341e-07,-0.5423287913690341
111,0.01673237855489147,0.01673292849698892,-5.499420974518217e-07,-0.5499420974518218
112,0.016765712417378308,0.016766264322926546,-5.519055482391951e-07,-0.5519055482391951
113,0.0167990410337513,0.016799600148864172,-5.591151128719881e-07,-0.5591151128719881
114,0.016832374256978623,0.0168329359748018,-5.617178231762106e-07,-0.5617178231762107
115,0.016865703291044573,0.016866271800739425,-5.685096948523923e-07,-0.5685096948523923
116,0.01689903649407987,0.016899607626677048,-5.711325971782806e-07,-0.5711325971782807
117,0.01693236580187687,0.016932943452614674,-5.776507378062175e-07,-0.5776507378062176
118,0.016965700287242712,0.0169662792785523,-5.789913095882722e-07,-0.5789913095882723
119,0.016999029845757553,0.016999615104489926,-5.852587323738885e-07,-0.5852587323738886
120,0.01703236459154853,0.01703295093042755,-5.863388790196263e-07,-0.5863388790196263
121,0.01706569500811218,0.017066286756365175,-5.917482529961545e-07,-0.5917482529961545
122,0.017099030976048576,0.0170996225823028,-5.916062542257735e-07,-0.5916062542257735
123,0.017132362392320334,0.017132958408240428,-5.96015920094339e-07,-0.596015920094339
124,0.01716569814833743,0.017166294234178054,-5.960858406255095e-07,-0.5960858406255095
125,0.017199030685772363,0.01719963006011568,-5.993743433178874e-07,-0.5993743433178874
126,0.017232367172252162,0.017232965886053307,-5.987138011448452e-07,-0.5987138011448453
127,0.0172657001713782,0.01726630171199093,-6.015406127282681e-07,-0.6015406127282682
128,0.01729903719632951,0.017299637537928556,-6.003415990447898e-07,-0.6003415990447899
129,0.017332370536967928,0.017332973363866182,-6.028268982542769e-07,-0.6028268982542769
130,0.017365707582900906,0.017366309189803805,-6.016069028995371e-07,-0.6016069028995371
131,0.017399041055183362,0.01739964501574143,-6.039605580696046e-07,-0.6039605580696047
132,0.01743237797129561,0.017432980841679057,-6.028703834488887e-07,-0.6028703834488888
133,0.017465711412033,0.017466316667616683,-6.052555836841274e-07,-0.6052555836841275
134,0.017499048191334347,0.01749965249355431,-6.043022199628264e-07,-0.6043022199628264
135,0.01753238156491014,0.017532988319491936,-6.067545817972638e-07,-0.6067545817972638
136,0.017565718261371106,0.017566324145429562,-6.058840584563515e-07,-0.6058840584563515
137,0.017599051557176684,0.017599659971367185,-6.084141905011993e-07,-0.6084141905011994
138,0.017632388156526138,0.01763299579730481,-6.076407786735623e-07,-0.6076407786735624
139,0.017665721422669558,0.017666331623242437,-6.10200572880026e-07,-0.610200572880026
140,0.017699058057649843,0.017699667449180063,-6.093915302207705e-07,-0.6093915302207705
141,0.01773239135244614,0.017733003275117686,-6.119226715485534e-07,-0.6119226715485534
142,0.0177657280444449,0.017766339101055312,-6.110566104125522e-07,-0.6110566104125522
143,0.017799061427240307,0.01779967492699294,-6.134997526323345e-07,-0.6134997526323346
144,0.017832398073814145,0.017833010752930565,-6.126791164205721e-07,-0.6126791164205722
145,0.017865731553214664,0.01786634657886819,-6.150256535275563e-07,-0.6150256535275563
146,0.017899068363300186,0.017899682404805817,-6.14041505632434e-07,-0.6140415056324341
147,0.017932401937282,0.01793301823074344,-6.162934614417633e-07,-0.6162934614417633
148,0.017965738881417708,0.017966354056681066,-6.151752633590242e-07,-0.6151752633590243
149,0.017999072492506478,0.017999689882618693,-6.173901122154265e-07,-0.6173901122154265
150,0.018032409629111804,0.01803302570855632,-6.160794445160541e-07,-0.6160794445160541
151,0.018065743152874056,0.01806636153449394,-6.183816198865318e-07,-0.6183816198865318
152,0.01809908079165175,0.018099697360431568,-6.165687798174998e-07,-0.6165687798174998
153,0.01813241403028116,0.018133033186369194,-6.191560880358656e-07,-0.6191560880358656
154,0.018165752093505336,0.01816636901230682,-6.169188014853995e-07,-0.6169188014853996
155,0.0181990851577025,0.018199704838244447,-6.196805419467207e-07,-0.6196805419467207
156,0.018232423462738602,0.018233040664182073,-6.172014434716041e-07,-0.6172014434716041
157,0.018265756633388492,0.0182663764901197,-6.198567312078181e-07,-0.6198567312078181
158,0.018299094937840606,0.018299712316057322,-6.173782167169513e-07,-0.6173782167169514
159,0.018332428612633626,0.018333048141994948,-6.195293613231452e-07,-0.6195293613231453
160,0.01836576669417485,0.018366383967932574,-6.172737577234129e-07,-0.617273757723413
