period_number,period_s,period_error_s,period_error_ns
405,3.3338604763826635e-05,2.7788262010587867e-09,2.7788262010587865
406,3.3333501575274344e-05,-2.324362351232407e-09,-2.324362351232407
407,3.333636571047072e-05,5.397728451407785e-10,0.5397728451407785
408,3.333203129534876e-05,-3.794642276818533e-09,-3.7946422768185335
409,3.333371036621027e-05,-2.115571415303003e-09,-2.115571415303003
410,3.3331418618970376e-05,-4.40731865519945e-09,-4.407318655199449
411,3.333338389623422e-05,-2.442041391356015e-09,-2.4420413913560153
412,3.333076210170274e-05,-5.063835922832611e-09,-5.06383592283261
413,3.333689996657882e-05,1.0740289532442044e-09,1.0740289532442044
414,3.333251559847067e-05,-3.310339154907033e-09,-3.3103391549070333
415,3.333525182039679e-05,-5.741172287874801e-10,-0.5741172287874802
416,3.333245533902046e-05,-3.3705986051145225e-09,-3.3705986051145227
417,3.3335676788242424e-05,-1.491493831516427e-10,-0.1491493831516427
418,3.333310249558144e-05,-2.7234420441356105e-09,-2.7234420441356106
419,3.333110242188103e-05,-4.723515744544499e-09,-4.723515744544499
420,3.332906476894229e-05,-6.7611686832856404e-09,-6.76116868328564
421,3.333472267480486e-05,-1.1032628207139966e-09,-1.1032628207139965
422,3.333162501954756e-05,-4.200918078014321e-09,-4.200918078014321
423,3.3338338489206226e-05,2.5125515806502735e-09,2.5125515806502734
424,3.333361433544707e-05,-2.211602178505529e-09,-2.211602178505529
425,3.333287348030595e-05,-2.952457319629182e-09,-2.952457319629182
426,3.332990340967901e-05,-5.922527946568951e-09,-5.922527946568951
427,3.3336667122765146e-05,8.411851395697051e-10,0.8411851395697051
428,3.333361384123823e-05,-2.212096387346047e-09,-2.212096387346047
429,3.333382843945243e-05,-1.997498173147267e-09,-1.9974981731472667
430,3.333103109379523e-05,-4.794843830343404e-09,-4.794843830343404
431,3.333551820596317e-05,-3.0773166240433743e-10,-0.3077316624043374
432,3.333124270748708e-05,-4.583230138496103e-09,-4.583230138496103
433,3.3334376448541925e-05,-1.4494890836512292e-09,-1.449489083651229
434,3.333165335701188e-05,-4.1725806136948046e-09,-4.172580613694804
435,3.333678183507077e-05,9.55897445196357e-10,0.955897445196357
436,3.3332995942662175e-05,-2.829994963401256e-09,-2.8299949634012562
437,3.3331155930942796e-05,-4.6700066827796765e-09,-4.670006682779676
438,3.332845497860601e-05,-7.370959019566809e-09,-7.370959019566809
439,3.3337446352584704e-05,1.6204149591282852e-09,1.6204149591282853
440,3.333353360970154e-05,-2.2923279240381683e-09,-2.2923279240381684
441,3.3337459672270336e-05,1.6337346447605145e-09,1.6337346447605146
442,3.3333794299695435e-05,-2.03163793014089e-09,-2.03163793014089
443,3.333248298598504e-05,-3.3429516405357245e-09,-3.3429516405357247
444,3.332989980496179e-05,-5.9261326637881145e-09,-5.926132663788114
445,3.333483171407206e-05,-9.94223553515256e-10,-0.994223553515256
446,3.333193954947397e-05,-3.886388151604753e-09,-3.8863881516047534
447,3.333472020451006e-05,-1.1057331155160449e-09,-1.1057331155160448
448,3.333117857558243e-05,-4.647362043144038e-09,-4.647362043144038
449,3.3337517813814e-05,1.6918761884234185e-09,1.6918761884234186
450,3.333225311865154e-05,-3.5728189740367794e-09,-3.5728189740367795
451,3.333269723419449e-05,-3.1287034310843514e-09,-3.1287034310843516
452,3.332971966934009e-05,-6.106268285484945e-09,-6.106268285484945
453,3.3335652291306694e-05,-1.7364631888156564e-10,-0.17364631888156565
454,3.333128205468272e-05,-4.543882942855521e-09,-4.543882942855521
455,3.333673998596326e-05,9.140483376836534e-10,0.9140483376836533
456,3.3331732929083036e-05,-4.093008542540417e-09,-4.093008542540416
457,3.333718063344704e-05,1.3546958214629085e-09,1.3546958214629086
458,3.33323111077477e-05,-3.514829877872944e-09,-3.5148298778729443
459,3.333371768235102e-05,-2.108255274554222e-09,-2.1082552745542222
460,3.3330727371036484e-05,-5.098566589092197e-09,-5.098566589092196
461,3.333465074802089e-05,-1.1751896046872717e-09,-1.1751896046872716
462,3.333051996591563e-05,-5.305971709947794e-09,-5.305971709947793
463,3.333672465510168e-05,8.987174761034217e-10,0.8987174761034217
464,3.333271052599271e-05,-3.115411632866722e-09,-3.115411632866722
465,3.333574543355755e-05,-8.050406802501738e-11,-0.08050406802501739
466,3.333250338865765e-05,-3.3225489679287795e-09,-3.3225489679287796
467,3.333400411704643e-05,-1.8218205791474323e-09,-1.8218205791474322
468,3.3330605773210925e-05,-5.220164414650847e-09,-5.220164414650847
469,3.333470286316295e-05,-1.1230744626243355e-09,-1.1230744626243354
470,3.333098944173149e-05,-4.836495894085919e-09,-4.836495894085918
471,3.3333675322749085e-05,-2.150614876491436e-09,-2.1506148764914363
472,3.3330433970465284e-05,-5.391967160291839e-09,-5.391967160291839
473,3.3337437038150064e-05,1.6111005244880345e-09,1.6111005244880345
474,3.333202810288857e-05,-3.797834737003631e-09,-3.797834737003631
475,3.3335916178545144e-05,9.024091956815698e-11,0.09024091956815697
476,3.33316147377756e-05,-4.211199849975928e-09,-4.211199849975928
477,3.3335210733825144e-05,-6.152038004324017e-10,-0.6152038004324017
478,3.333184351237556e-05,-3.982425250017413e-09,-3.9824252500174135
479,3.333541950018698e-05,-4.064374385957586e-10,-0.4064374385957586
480,3.333109627571412e-05,-4.729661911453248e-09,-4.729661911453248
481,3.333561874766314e-05,-2.0718996243879791e-10,-0.20718996243879792
482,3.333110769117298e-05,-4.7182464525972806e-09,-4.71824645259728
483,3.333313400565377e-05,-2.6919319718064555e-09,-2.6919319718064556
484,3.333020180542809e-05,-5.62413219748687e-09,-5.62413219748687
485,3.333610267994974e-05,2.7674232416579573e-10,0.27674232416579575
486,3.3331281781665e-05,-4.544155960575064e-09,-4.544155960575064
487,3.3333238764345074e-05,-2.5871732805014596e-09,-2.58717328050146
488,3.333021872925501e-05,-5.6072083705636716e-09,-5.607208370563671
489,3.333778076549526e-05,1.954827869685865e-09,1.9548278696858652
490,3.33322726368962e-05,-3.5533007293773794e-09,-3.5533007293773795
491,3.333767212096092e-05,1.8461833353446361e-09,1.8461833353446362
492,3.3332128465443644e-05,-3.6974721819314554e-09,-3.6974721819314555
493,3.3329857182351486e-05,-5.968755274090415e-09,-5.968755274090415
494,3.332806568268412e-05,-7.760254941454442e-09,-7.760254941454442
495,3.333477391131642e-05,-1.0520263091527487e-09,-1.0520263091527486
496,3.333131451309715e-05,-4.511424528427072e-09,-4.511424528427072
497,3.333582730503243e-05,1.3674068523534047e-12,0.0013674068523534047
498,3.3331775943480635e-05,-4.0499941449410664e-09,-4.049994144941066
499,3.3334562578729576e-05,-1.2633588959996616e-09,-1.2633588959996616
500,3.333024404900478e-05,-5.581888620794623e-09,-5.581888620794623
501,3.333707183927198e-05,1.2459016464051948e-09,1.2459016464051949
502,3.3332624399431965e-05,-3.2015381936110815e-09,-3.2015381936110816
503,3.333865343767284e-05,2.8275000472623374e-09,2.8275000472623373
504,3.3332946475027325e-05,-2.879462598250732e-09,-2.8794625982507323
505,3.333412349095996e-05,-1.7024466656155373e-09,-1.7024466656155373
506,3.3330639815382784e-05,-5.1861222427916414e-09,-5.186122242791641
507,3.333673779981616e-05,9.118621905869701e-10,0.91186219058697
508,3.3331989341290474e-05,-3.836596335101534e-09,-3.8365963351015338
509,3.332999155298069e-05,-5.834384644883678e-09,-5.834384644883678
510,3.332792841016785e-05,-7.897527457725157e-09,-7.897527457725157
511,3.3336383790757984e-05,5.57853132408131e-10,0.557853132408131
512,3.333138680124137e-05,-4.439136384206516e-09,-4.439136384206516
513,3.333548765491884e-05,-3.382827067375865e-10,-0.3382827067375865
514,3.333186006383368e-05,-3.965873791896674e-09,-3.965873791896674
515,3.3334815014020996e-05,-1.0109236045795006e-09,-1.0109236045795005
516,3.33309295728855e-05,-4.896364740077769e-09,-4.896364740077769
517,3.333559066493255e-05,-2.3527269302420824e-10,-0.23527269302420825
518,3.333078057488753e-05,-5.045362738045184e-09,-5.045362738045184
519,3.333726546645224e-05,1.4395288266668077e-09,1.4395288266668078
520,3.3332614686319706e-05,-3.211251305870028e-09,-3.2112513058700283
521,3.333814761931342e-05,2.3216816878425745e-09,2.3216816878425743
522,3.3332753195124826e-05,-3.0727425007502423e-09,-3.0727425007502425
523,3.333498055539674e-05,-8.453822288332974e-10,-0.8453822288332974
524,3.33314110275533e-05,-4.4149100722777395e-09,-4.414910072277739
525,3.333294383497595e-05,-2.8821026496226925e-09,-2.8821026496226927
526,3.33295614017258e-05,-6.264535899776886e-09,-6.264535899776885
527,3.333566876457389e-05,-1.571730516867825e-10,-0.1571730516867825
528,3.333220094214537e-05,-3.6249954802079548e-09,-3.624995480207955
529,3.333801800808195e-05,2.1920704563728683e-09,2.192070456372868
530,3.333369098557082e-05,-2.1349520547573947e-09,-2.134952054757395
531,3.33356556990079e-05,-1.7023861767701595e-10,-0.17023861767701595
532,3.3332034774301994e-05,-3.791163323581931e-09,-3.7911633235819315
533,3.333197932324852e-05,-3.8466143770530875e-09,-3.8466143770530876
534,3.3328658650723375e-05,-7.1672869022008706e-09,-7.16728690220087
535,3.3335821303246554e-05,-4.634379021490297e-12,-0.004634379021490297
536,3.333176116571829e-05,-4.064771907288218e-09,-4.064771907288217
537,3.333475051117349e-05,-1.0754264520871975e-09,-1.0754264520871974
538,3.3330301255685146e-05,-5.524681940429605e-09,-5.524681940429605
539,3.333685033470035e-05,1.0243970747760229e-09,1.024397074776023
540,3.333246008975499e-05,-3.3658478705865308e-09,-3.365847870586531
541,3.333816467703671e-05,2.33873941113199e-09,2.3387394111319897
542,3.3332916819537456e-05,-2.909118088120061e-09,-2.9091180881200613
543,3.333334659741741e-05,-2.479340208168929e-09,-2.4793402081689293
544,3.3330132040758353e-05,-5.693896867222498e-09,-5.693896867222498
545,3.333364626028831e-05,-2.179677337262715e-09,-2.179677337262715
546,3.332964210025005e-05,-6.183837375525031e-09,-6.183837375525031
547,3.33358550804741e-05,2.9142848521229205e-11,0.029142848521229205
548,3.333165007412403e-05,-4.175863501545258e-09,-4.175863501545257
549,3.3335734878049694e-05,-9.105957588168619e-11,-0.0910595758816862
550,3.333084023993127e-05,-4.985697694306185e-09,-4.985697694306185
551,3.333795124127459e-05,2.1253036490122496e-09,2.1253036490122494
552,3.333220353658045e-05,-3.6224010451245186e-09,-3.6224010451245188
553,3.3331527289182095e-05,-4.298648443481329e-09,-4.298648443481329
554,3.3328984695629726e-05,-6.841241995849518e-09,-6.841241995849518
555,3.3336999091450326e-05,1.1731538247496337e-09,1.1731538247496338
556,3.3331701746734665e-05,-4.12419089091049e-09,-4.12419089091049
557,3.333865464598407e-05,2.8287083584911882e-09,2.828708358491188
558,3.3332616131691306e-05,-3.2098059342698443e-09,-3.2098059342698444
559,3.333590114651397e-05,7.520888839279097e-11,0.07520888839279097
560,3.3331251175799936e-05,-4.574761825639601e-09,-4.574761825639601
561,3.333041165522882e-05,-5.414282396756071e-09,-5.414282396756071
562,3.332788167452472e-05,-7.944263100858446e-09,-7.9442631008584454
563,3.333485804356273e-05,-9.67894062844205e-10,-0.9678940628442051
564,3.333091735974181e-05,-4.9085778837685895e-09,-4.908577883768589
565,3.3335259378444726e-05,-5.665591808499742e-10,-0.5665591808499743
566,3.333062158637767e-05,-5.204351247902589e-09,-5.204351247902589
567,3.3336650212975605e-05,8.242753500288741e-10,0.8242753500288741
568,3.3332781240437426e-05,-3.044697188150209e-09,-3.044697188150209
569,3.333674250706464e-05,9.165694390668661e-10,0.916569439066866
570,3.333285832318039e-05,-2.9676144451838476e-09,-2.9676144451838478
571,3.33376513256059e-05,1.825387980323328e-09,1.8253879803233282
572,3.333336849404428e-05,-2.457443581296132e-09,-2.457443581296132
573,3.3331030911090687e-05,-4.795026534889341e-09,-4.795026534889341
574,3.332851232670797e-05,-7.313610917605135e-09,-7.313610917605135
575,3.3333796315433706e-05,-2.0296221918701457e-09,-2.029622191870146
576,3.333041126633157e-05,-5.414671294003809e-09,-5.414671294003809
577,3.333768455134056e-05,1.858613714986906e-09,1.858613714986906
578,3.333194283697272e-05,-3.883100652859301e-09,-3.883100652859301
579,3.3336848066618796e-05,1.0221289932201222e-09,1.0221289932201223
580,3.333142188238075e-05,-4.404055244824185e-09,-4.4040552448241845
581,3.333789295497519e-05,2.067017349614169e-09,2.067017349614169
582,3.3332272945621466e-05,-3.5529920041098067e-09,-3.552992004109807
583,3.333682442917957e-05,9.984915539919476e-10,0.9984915539919476
584,3.333193340471219e-05,-3.892532913387487e-09,-3.892532913387487
585,3.33294334865647e-05,-6.392451060879107e-09,-6.3924510608791065
586,3.3326823951199125e-05,-9.001986426451065e-09,-9.001986426451065
587,3.333508466821927e-05,-7.412694063034303e-10,-0.7412694063034303
588,3.333068206445855e-05,-5.143873167025976e-09,-5.143873167025975
589,3.333831506776436e-05,2.4891301387809867e-09,2.4891301387809865
590,3.33323279217701e-05,-3.498015855476328e-09,-3.498015855476328
591,3.3336277348652854e-05,4.514110272781308e-10,0.4514110272781308
592,3.333120694729019e-05,-4.618990335383106e-09,-4.618990335383105
593,3.3337895874986645e-05,2.0699373610690236e-09,2.0699373610690235
594,3.333265207246944e-05,-3.1738651561384395e-09,-3.1738651561384397
595,3.3333307927631284e-05,-2.5180099942921424e-09,-2.5180099942921426
596,3.33300587220392e-05,-5.767215586374003e-09,-5.767215586374003
597,3.333740044936945e-05,1.5745117438716255e-09,1.5745117438716256
598,3.333185310130243e-05,-3.972836323142665e-09,-3.972836323142665
599,3.333797684730577e-05,2.1509096801965383e-09,2.150909680196538
600,3.3332134970302796e-05,-3.6909673227801315e-09,-3.6909673227801316
601,3.3329695505873724e-05,-6.130431751851634e-09,-6.130431751851634
602,3.332787344517696e-05,-7.952492448617238e-09,-7.952492448617238
603,3.3333428273780996e-05,-2.3976638445797954e-09,-2.3976638445797955
604,3.333021881133519e-05,-5.607126290387682e-09,-5.607126290387682
605,3.333713555143947e-05,1.3096138138914354e-09,1.3096138138914355
606,3.33317063191535e-05,-4.119618472078041e-09,-4.119618472078041
607,3.3338324529320895e-05,2.498591695319235e-09,2.498591695319235
608,3.3332415155122586e-05,-3.4107825029903787e-09,-3.410782502990379
609,3.333745903753155e-05,1.6330999059712076e-09,1.6330999059712077
610,3.333182564263515e-05,-4.0002949904270396e-09,-4.000294990427039
611,3.3333752155598195e-05,-2.0737820273806834e-09,-2.0737820273806835
612,3.332974545695172e-05,-6.080480673855532e-09,-6.080480673855532
613,3.33331350629365e-05,-2.69087468907287e-09,-2.6908746890728703
614,3.3329543416706076e-05,-6.2825209195003845e-09,-6.282520919500384
615,3.3335450247640175e-05,-3.756899854011125e-10,-0.3756899854011125
616,3.3331844365824814e-05,-3.981571800761702e-09,-3.9815718007617025
617,3.333692356736334e-05,1.0976297377653316e-09,1.0976297377653317
618,3.333231998138564e-05,-3.505956239937386e-09,-3.5059562399373863
619,3.333835476618252e-05,2.528828556944856e-09,2.528828556944856
620,3.333362747190427e-05,-2.1984657213057262e-09,-2.1984657213057264
621,3.333666017240472e-05,8.342347791436217e-10,0.8342347791436217
622,3.333268200942513e-05,-3.1439282004462393e-09,-3.1439282004462394
623,3.332660271478105e-05,-9.22322284452532e-09,-9.22322284452532
624,3.332643601536983e-05,-9.389922255744593e-09,-9.389922255744594
625,3.333395151945695e-05,-1.8744181686257194e-09,-1.8744181686257193
626,3.333064915989059e-05,-5.176777734985211e-09,-5.176777734985211
627,3.33383566846826e-05,2.530747057025878e-09,2.5307470570258777
628,3.333314083060063e-05,-2.6851070249487912e-09,-2.6851070249487914
629,3.3338438271884874e-05,2.6123342592977933e-09,2.612334259297793
630,3.333373263680883e-05,-2.093300816743255e-09,-2.093300816743255
631,3.333631114925406e-05,4.852116284849656e-10,0.48521162848496563
632,3.333247079474744e-05,-3.35514287813849e-09,-3.35514287813849
633,3.3333801015097975e-05,-2.0249225276012866e-09,-2.0249225276012868
634,3.333010259087138e-05,-5.7233467541960075e-09,-5.723346754196007
635,3.33352093725911e-05,-6.165650344745538e-10,-0.6165650344745538
636,3.3331369568408153e-05,-4.4563692174224906e-09,-4.45636921742249
637,3.333620824486072e-05,3.823072351451457e-10,0.3823072351451457
638,3.333216600370087e-05,-3.6599339247065992e-09,-3.6599339247065994
639,3.33370366006544e-05,1.2106630288257142e-09,1.2106630288257143
640,3.333222184201401e-05,-3.604095611566666e-09,-3.6040956115666662
641,3.3336008332211786e-05,1.8239458621021557e-10,0.18239458621021556
642,3.3331107249991165e-05,-4.718687634410585e-09,-4.718687634410585
643,3.333389269615655e-05,-1.933241469023023e-09,-1.933241469023023
644,3.3330101737415185e-05,-5.7242002103906125e-09,-5.724200210390612
645,3.333301952861134e-05,-2.8064090142352954e-09,-2.8064090142352955
646,3.332943466793914e-05,-6.391269686436391e-09,-6.391269686436391
647,3.333107052042733e-05,-4.75541719824541e-09,-4.75541719824541
648,3.3328540745752866e-05,-7.28519187270999e-09,-7.28519187270999
649,3.333586998836152e-05,4.40507359457604e-11,0.0440507359457604
650,3.3332165019009374e-05,-3.660918616201609e-09,-3.660918616201609
651,3.333767036796387e-05,1.8444303382915634e-09,1.8444303382915634
652,3.333319224138598e-05,-2.6336962395977e-09,-2.6336962395977
653,3.333741553047942e-05,1.5895928538435739e-09,1.589592853843574
654,3.3333208707291007e-05,-2.6172303345693487e-09,-2.617230334569349
655,3.333801834935757e-05,2.192411731991744e-09,2.192411731991744
656,3.333341424886088e-05,-2.4116887646939483e-09,-2.4116887646939484
657,3.3333916425723475e-05,-1.9095119021004863e-09,-1.9095119021004863
658,3.333047348175883e-05,-5.352455866749323e-09,-5.352455866749323
659,3.3333111834579765e-05,-2.71410304581094e-09,-2.71410304581094
660,3.3329195844589155e-05,-6.630093036421431e-09,-6.630093036421431
661,3.333682284231004e-05,9.969046844672752e-10,0.9969046844672752
662,3.333212832030974e-05,-3.6976173158363495e-09,-3.6976173158363497
663,3.3338287001125066e-05,2.4610634994905395e-09,2.4610634994905394
664,3.333322478408368e-05,-2.601153541894447e-09,-2.601153541894447
665,3.333546118029079e-05,-3.647573347829785e-10,-0.3647573347829785
666,3.333104811589077e-05,-4.7778217348047386e-09,-4.777821734804738
667,3.3331437555059185e-05,-4.388382566391353e-09,-4.3883825663913525
668,3.3328687639035126e-05,-7.138298590449849e-09,-7.138298590449849
669,3.333726826675043e-05,1.442329124854585e-09,1.442329124854585
670,3.333175574617847e-05,-4.0701914471051375e-09,-4.070191447105137
671,3.3337635635552476e-05,1.8096979269001607e-09,1.8096979269001607
672,3.33318613786604e-05,-3.964558965176951e-09,-3.9645589651769515
673,3.3334350820084235e-05,-1.4751175413406153e-09,-1.4751175413406152
674,3.333057254079064e-05,-5.253396834938701e-09,-5.253396834938701
675,3.333270449300957e-05,-3.1214446160075576e-09,-3.1214446160075577
676,3.332925257825553e-05,-6.573359370045501e-09,-6.573359370045501
677,3.333220475047749e-05,-3.621187148086075e-09,-3.6211871480860753
678,3.332937041410772e-05,-6.4555235178585585e-09,-6.455523517858558
679,3.333637128998673e-05,5.45352361156653e-10,0.545352361156653
680,3.3332185833304107e-05,-3.64010432146939e-09,-3.6401043214693902
681,3.333749564479738e-05,1.6697071718009765e-09,1.6697071718009766
682,3.3333027108700675e-05,-2.7988289249013037e-09,-2.798828924901304
683,3.333606903747899e-05,2.4309985341213706e-10,0.24309985341213705
684,3.333229557125894e-05,-3.5303663666351242e-09,-3.5303663666351244
685,3.333685710413259e-05,1.0311665070130089e-09,1.031166507013009
686,3.3332851104773964e-05,-2.974832851611992e-09,-2.974832851611992
687,3.333514168429169e-05,-6.842533338845052e-10,-0.6842533338845053
688,3.333102055851772e-05,-4.805379107854896e-09,-4.805379107854896
689,3.333626185521993e-05,4.359175943526245e-10,0.4359175943526245
690,3.333107105198824e-05,-4.7548856373390075e-09,-4.754885637339007
691,3.333328372712163e-05,-2.5422105039439374e-09,-2.5422105039439375
692,3.3330016054912426e-05,-5.8098827131501446e-09,-5.809882713150144
693,3.333670081999418e-05,8.748823686046065e-10,0.8748823686046064
694,3.333140841146193e-05,-4.41752616364905e-09,-4.4175261636490495
695,3.33375200325739e-05,1.6940949483214502e-09,1.6940949483214502
696,3.3331803949522565e-05,-4.021988103011082e-09,-4.021988103011082
697,3.333622955878357e-05,4.0362115799402135e-10,0.4036211579940214
698,3.33314298634757e-05,-4.3960741498725925e-09,-4.396074149872592
699,3.333475539056552e-05,-1.0705470600578864e-09,-1.0705470600578864
700,3.333115736807446e-05,-4.6685695511160035e-09,-4.668569551116003
701,3.3328911981156395e-05,-6.913956469180977e-09,-6.9139564691809765
702,3.33273904207787e-05,-8.435516846873998e-09,-8.435516846873998
703,3.3335337841056134e-05,-4.88096569441882e-10,-0.488096569441882
704,3.3331321538918046e-05,-4.504398707529784e-09,-4.504398707529783
705,3.3336779750557655e-05,9.538129320786843e-10,0.9538129320786842
706,3.333287672441926e-05,-2.949213206317864e-09,-2.949213206317864
707,3.333714600056714e-05,1.3200629415656634e-09,1.3200629415656635
708,3.333307327609697e-05,-2.7526615286064876e-09,-2.7526615286064877
709,3.3338015592056236e-05,2.1896544306600424e-09,2.1896544306600423
710,3.33334187379436e-05,-2.407199681977285e-09,-2.407199681977285
711,3.333229374685026e-05,-3.532190775314809e-09,-3.532190775314809
712,3.3329444045569756e-05,-6.3818920558199104e-09,-6.38189205581991
713,3.333693332670251e-05,1.107389076935466e-09,1.1073890769354662
714,3.333185398603222e-05,-3.971951593353235e-09,-3.971951593353235
715,3.3334203026008646e-05,-1.6229116169295737e-09,-1.6229116169295736
716,3.3330693856074844e-05,-5.132081550731477e-09,-5.132081550731477
717,3.333739566205307e-05,1.5697244274949724e-09,1.5697244274949724
718,3.333212054476564e-05,-3.7053928599338265e-09,-3.7053928599338266
719,3.333162966389497e-05,-4.196273730607664e-09,-4.196273730607664
720,3.33283929713421e-05,-7.432966283473625e-09,-7.4329662834736245
721,3.3335781115487184e-05,-4.482213839180401e-11,-0.04482213839180401
722,3.3330861955997715e-05,-4.963981627861109e-09,-4.963981627861108
723,3.3337224953709776e-05,1.3990160842005045e-09,1.3990160842005046
724,3.333193308591165e-05,-3.892851713929008e-09,-3.892851713929008
725,3.333825451496547e-05,2.4285773398948158e-09,2.4285773398948156
726,3.333249369599084e-05,-3.3322416347368383e-09,-3.3322416347368384
727,3.333302100332752e-05,-2.804934298052792e-09,-2.804934298052792
728,3.3329799525465276e-05,-6.02641216030026e-09,-6.02641216030026
729,3.333753733808509e-05,1.711400459512174e-09,1.7114004595121741
730,3.3331980630657565e-05,-3.845306968010948e-09,-3.845306968010948
731,3.3334544593317805e-05,-1.281344307770666e-09,-1.2813443077706659
732,3.333020289329747e-05,-5.6230443281089565e-09,-5.623044328108956
733,3.333486739653252e-05,-9.58541093056659e-10,-0.958541093056659
734,3.333103712679225e-05,-4.788810833324781e-09,-4.7888108333247805
735,3.3336032302877516e-05,2.0636525194033754e-10,0.20636525194033753
736,3.333092755156142e-05,-4.898386064158106e-09,-4.898386064158106
737,3.333755252570708e-05,1.7265880815055474e-09,1.7265880815055474
738,3.3332079427475514e-05,-3.746510150062061e-09,-3.746510150062061
739,3.33368392101685e-05,1.0132725429247641e-09,1.0132725429247642
740,3.3332042240992454e-05,-3.783696633121564e-09,-3.7836966331215645
741,3.333402149319209e-05,-1.8044444334862136e-09,-1.8044444334862135
742,3.333057083940161e-05,-5.2550982239683635e-09,-5.255098223968363
743,3.3336110712857414e-05,2.847752318381686e-10,0.2847752318381686
744,3.333100811334089e-05,-4.817824284688416e-09,-4.817824284688416
745,3.333038828461782e-05,-5.437653007758065e-09,-5.4376530077580645
746,3.332829870081322e-05,-7.527236812356736e-09,-7.527236812356736
747,3.3334117331966506e-05,-1.708605659069668e-09,-1.7086056590696679
748,3.333070398009452e-05,-5.121957531053329e-09,-5.1219575310533285
749,3.333754040536069e-05,1.714467735112351e-09,1.7144677351123512
750,3.333213067639729e-05,-3.6952612282890656e-09,-3.695261228289066
751,3.333498261581108e-05,-8.433218144941529e-10,-0.8433218144941529
752,3.333029830000778e-05,-5.527637617799125e-09,-5.527637617799125
753,3.33365047435058e-05,6.788058802255576e-10,0.6788058802255575
754,3.333249405401001e-05,-3.3318836155669723e-09,-3.3318836155669724
755,3.3334317719041495e-05,-1.50821858408074e-09,-1.5082185840807398
756,3.3330651391286215e-05,-5.1745463393613805e-09,-5.17454633936138
757,3.33373680324045e-05,1.5420947789259115e-09,1.5420947789259116
758,3.333174474504791e-05,-4.081192577667209e-09,-4.081192577667209
759,3.3338379533218165e-05,2.5535955925894355e-09,2.5535955925894354
760,3.333238978209252e-05,-3.436155533056268e-09,-3.4361555330562683
761,3.333794286786845e-05,2.116930242877118e-09,2.116930242877118
762,3.3332161742144484e-05,-3.6641954810921534e-09,-3.6641954810921535
763,3.3332159188388666e-05,-3.666749236910078e-09,-3.666749236910078
764,3.3328836145193885e-05,-6.989792431690684e-09,-6.989792431690684
765,3.333389073362225e-05,-1.935204003324759e-09,-1.935204003324759
766,3.33297369346508e-05,-6.089002974776054e-09,-6.0890029747760535
767,3.333488718356564e-05,-9.387540599335503e-10,-0.9387540599335503
768,3.3331072528057504e-05,-4.753409568072193e-09,-4.753409568072192
769,3.3333896043027944e-05,-1.929894597631882e-09,-1.929894597631882
770,3.332964430072943e-05,-6.1816368961429896e-09,-6.181636896142989
771,3.3336806399622554e-05,9.804619969779266e-10,0.9804619969779266
772,3.3332863576950034e-05,-2.962360675542292e-09,-2.962360675542292
773,3.333735831298479e-05,1.5323753592124062e-09,1.5323753592124063
774,3.3333165470703086e-05,-2.660466922490396e-09,-2.660466922490396
775,3.333788375992075e-05,2.0578222951740882e-09,2.057822295174088
776,3.3333426484441486e-05,-2.39945318408969e-09,-2.39945318408969
777,3.333144699011609e-05,-4.3789475094889235e-09,-4.378947509488923
778,3.332887306459198e-05,-6.9528730335964356e-09,-6.952873033596435
779,3.3335934058180416e-05,1.0812055484049014e-10,0.10812055484049013
780,3.333234383342404e-05,-3.4821042015374453e-09,-3.4821042015374455
781,3.333726392695108e-05,1.4379893255013704e-09,1.4379893255013705
782,3.333320681640772e-05,-2.619121217852633e-09,-2.619121217852633
783,3.333211058223484e-05,-3.715355390734149e-09,-3.715355390734149
784,3.332919959366659e-05,-6.626343958984044e-09,-6.626343958984044
785,3.3335860651878546e-05,3.471425297013001e-11,0.03471425297013001
786,3.333226282084545e-05,-3.5631167801273905e-09,-3.5631167801273906
787,3.3337468787163205e-05,1.6428495376287705e-09,1.6428495376287706
788,3.333332730626193e-05,-2.498631363647536e-09,-2.498631363647536
789,3.333533260779786e-05,-4.933298277130576e-10,-0.4933298277130576
790,3.333148849655326e-05,-4.33744107231277e-09,-4.33744107231277
791,3.333576369762142e-05,-6.224000415261995e-11,-0.06224000415261995
792,3.3330941648361534e-05,-4.884289264042003e-09,-4.884289264042002
793,3.3333432161802845e-05,-2.3937758227308764e-09,-2.3937758227308765
794,3.332991662897966e-05,-5.90930864591483e-09,-5.909308645914829
795,3.3336891886823206e-05,1.0659491976296393e-09,1.0659491976296394
796,3.333184848150483e-05,-3.97745612074269e-09,-3.97745612074269
797,3.333463631286643e-05,-1.1896247591479175e-09,-1.1896247591479174
798,3.333015884974394e-05,-5.6670878816354525e-09,-5.667087881635452
799,3.333253631471189e-05,-3.2896229136845706e-09,-3.2896229136845707
800,3.3329600940483484e-05,-6.224997142092298e-09,-6.224997142092298
801,3.3331801007147055e-05,-4.024930478520989e-09,-4.0249304785209885
802,3.332913754328093e-05,-6.688394344647026e-09,-6.688394344647025
803,3.333792628869292e-05,2.1003510673446796e-09,2.1003510673446795
804,3.3332119546404526e-05,-3.7063912210498267e-09,-3.706391221049827
805,3.333705391526942e-05,1.22797764384524e-09,1.22797764384524
806,3.3331535824472625e-05,-4.29011315295142e-09,-4.290113152951419
