edge_number,actual_edge_time_s,ideal_edge_time_s,tie_s,tie_ps
0,0.00012000357031067173,0.00012000349618447141,7.412620031571855e-11,74.12620031571855
1,0.00012000749795730272,0.00012000741768251812,8.027478458873663e-11,80.27478458873664
2,0.00012001142028905361,0.00012001133918056483,8.110848877461074e-11,81.10848877461073
3,0.00012001534140683254,0.00012001526067861153,8.072822100367129e-11,80.7282210036713
4,0.000120019261973067,0.00012001918217665824,7.979640874556674e-11,79.79640874556674
5,0.0001200231827403285,0.00012002310367470496,7.906562353511799e-11,79.065623535118
6,0.00012002710351455471,0.00012002702517275167,7.834180303613739e-11,78.34180303613739
7,0.00012003102430671483,0.00012003094667079837,7.763591646081713e-11,77.63591646081713
8,0.00012003494511696559,0.00012003486816884508,7.694812050347621e-11,76.94812050347622
9,0.0001200388659423502,0.00012003878966689179,7.627545840926499e-11,76.27545840926498
10,0.00012004278677670692,0.0001200427111649385,7.561176841329173e-11,75.61176841329173
11,0.00012004670761873891,0.0001200466326629852,7.495575370133793e-11,74.95575370133793
12,0.0001200506284688614,0.00012005055416103191,7.430782948217807e-11,74.30782948217808
13,0.00012005454932390325,0.00012005447565907863,7.366482461353543e-11,73.66482461353543
14,0.00012005847018920334,0.00012005839715712534,7.30320779915104e-11,73.0320779915104
15,0.0001200623910939462,0.00012006231865517205,7.243877414307689e-11,72.43877414307688
16,0.00012006631201352404,0.00012006624015321875,7.18603052838917e-11,71.86030528389169
17,0.00012007023293356372,0.00012007016165126546,7.12822982541744e-11,71.28229825417439
18,0.00012007415385173683,0.00012007408314931217,7.070242464844442e-11,70.70242464844442
19,0.00012007807476988848,0.00012007800464735888,7.012252958906396e-11,70.12252958906396
20,0.00012008199570023598,0.00012008192614540558,6.955483039466114e-11,69.55483039466114
21,0.0001200859166331783,0.0001200858476434523,6.898972599421267e-11,68.98972599421266
22,0.00012008983756848063,0.00012008976914149901,6.842698161729063e-11,68.42698161729062
