period_number,period_s,period_error_s,period_error_fs
6824,3.921561645239043e-09,6.359853009054684e-14,63.598530090546845
6825,3.921554790560543e-09,5.674385159038743e-14,56.74385159038743
6826,3.921539691039517e-09,4.164433056450768e-14,41.64433056450768
6827,3.921621409796712e-09,1.2336308775962824e-13,123.36308775962824
6828,3.9215913853925255e-09,9.333868357280185e-14,93.33868357280186
6829,3.921582744490946e-09,8.469778199347256e-14,84.69778199347256
6830,3.921572373284015e-09,7.432657506201935e-14,74.32657506201934
6831,3.9215639674916765e-09,6.592078272379355e-14,65.92078272379355
6832,3.921544019635376e-09,4.597292642299312e-14,45.97292642299312
6833,3.9216054069997515e-09,1.0736029079879651e-13,107.36029079879651
6834,3.92160637700833e-09,1.0833029937746498e-13,108.33029937746498
6835,3.921587783916854e-09,8.973720790129381e-14,89.73720790129381
6836,3.921581594044021e-09,8.35473350682482e-14,83.5473350682482
